index,customer_id,subject_line_length,last_open_day,last_login_day,last_checkout_day,open_count_last_10_days,open_count_last_30_days,open_count_last_60_days,login_count_last_10_days,login_count_last_30_days,login_count_last_60_days,checkout_count_last_10_days,checkout_count_last_30_days,checkout_count_last_60_days,open_flag,row_id,attr_1,attr_2,attr_3,age,domain,gender,checkout_count_last_6_months,checkout_count_last_1_year
47,63879,32,107,326,222,0,0,0,0,0,0,0,0,0,0,3201,,1.0,0.0,21.0,@gmail.com,Female,0,9
48,66463,37,4,4,95,4,12,16,1,3,6,0,0,0,1,3236,,1.0,0.0,64.0,@gmail.com,Male,2,3
49,69742,37,Never open,648,190,0,0,0,0,0,0,0,0,0,0,3266,,1.0,0.0,57.0,@gmail.com,Female,0,4
50,69754,37,2,6,10,4,6,10,6,20,35,1,1,1,1,3267,1.0,1.0,1.0,27.0,@gmail.com,Male,0,19
51,73787,37,12,3,0,0,2,8,19,46,85,4,13,34,0,3309,1.0,1.0,2.0,32.0,@gmail.com,Female,111,223
52,75354,32,92,4,108,0,0,0,3,3,3,0,0,0,0,3332,,1.0,0.0,28.0,@gmail.com,Male,3,13
53,78379,32,35,6,0,0,0,4,8,24,32,7,12,14,0,3371,,1.0,0.0,33.0,@yahoo.com,Male,35,61
54,79473,32,83,2,11,0,0,0,17,32,39,0,1,1,0,3385,,1.0,0.0,31.0,@gmail.com,Female,0,37
55,79525,37,114,5,0,0,0,0,11,14,20,3,3,4,0,3386,1.0,1.0,2.0,29.0,@gmail.com,Female,1,7
56,79786,32,47,4,204,0,0,1,8,24,37,0,0,0,0,3389,1.0,1.0,1.0,9.0,@yahoo.com,Female,0,5
57,79998,37,2,4,6,3,4,9,2,3,3,1,1,1,0,3393,1.0,1.0,1.0,35.0,@yahoo.com,Female,2,9
58,80330,37,2,98,191,4,5,11,0,0,0,0,0,0,1,3397,,1.0,0.0,25.0,@gmail.com,Female,0,11
59,80576,32,137,4,298,0,0,0,2,2,2,0,0,0,0,3399,1.0,1.0,2.0,19.0,@gmail.com,Male,0,2
60,82079,32,39,232,100,0,0,1,0,0,0,0,0,0,0,3413,,1.0,0.0,38.0,@gmail.com,Female,5,7
61,82193,37,48,6,119,0,0,1,4,4,5,0,0,0,0,3415,,1.0,0.0,38.0,@yahoo.com,Female,2,8
62,82960,37,1,20,141,4,7,13,1,4,6,0,0,0,1,3423,1.0,1.0,1.0,28.0,@gmail.com,Male,2,4
63,83197,37,59,2,212,0,0,0,2,3,5,0,0,0,0,3425,,1.0,0.0,33.0,@ymail.com,Male,0,4
64,84069,32,82,75,185,0,0,0,0,0,0,0,0,0,0,3434,1.0,1.0,2.0,31.0,@gmail.com,Female,0,10
65,84152,32,134,4,6,0,0,0,21,30,47,2,2,4,0,3437,1.0,1.0,1.0,28.0,@gmail.com,Male,10,17
66,85165,37,Never open,5,1,1,1,1,17,36,55,2,2,3,1,3447,1.0,1.0,2.0,24.0,@gmail.com,Male,11,14
67,85172,37,1,15,Never Checkout,5,8,14,2,3,3,0,0,0,1,3448,,1.0,0.0,50.0,@yahoo.com,Female,0,0
68,85258,32,4,2,0,1,1,2,15,41,57,2,5,6,0,3449,,1.0,0.0,33.0,@yahoo.com,Male,17,33
69,85752,37,1,5,6,1,1,1,5,6,6,2,2,2,1,3453,,1.0,0.0,30.0,@yahoo.com,Male,0,2
70,87437,37,1,217,244,3,5,9,0,0,0,0,0,0,1,3473,1.0,1.0,1.0,29.0,@hotmail.com,Female,0,5
71,87505,32,125,1,0,0,0,0,10,32,46,60,103,107,0,3475,1.0,1.0,2.0,44.0,@gmail.com,Female,210,378
72,88229,32,48,203,Never Checkout,0,0,1,0,0,0,0,0,0,0,3483,,1.0,0.0,40.0,@gmail.com,Male,0,0
73,88258,32,129,11,224,0,0,0,4,8,14,0,0,0,0,3484,1.0,1.0,1.0,23.0,@gmail.com,Male,0,11
74,90159,32,94,184,213,0,0,0,0,0,0,0,0,0,0,3511,,1.0,0.0,39.0,@gmail.com,Female,0,4
75,91220,32,90,2,2,2,2,2,2,6,24,1,1,3,0,3520,,1.0,0.0,59.0,@gmail.com,Male,6,10
76,93065,37,1,97,6,5,9,15,4,8,18,1,1,4,1,3545,,1.0,0.0,26.0,@yahoo.com,Male,18,22
77,93080,32,136,6,256,0,0,0,3,9,15,0,0,0,0,3547,,1.0,0.0,42.0,@yahoo.com,Male,0,3
78,96402,32,34,10,67,0,0,2,1,3,4,0,0,0,0,3576,,1.0,0.0,52.0,@yahoo.com,Female,4,6
79,97378,37,Never open,8,276,0,0,0,4,4,12,0,0,0,0,3584,1.0,1.0,1.0,41.0,@gmail.com,Male,0,3
80,99824,32,53,5,11,0,0,2,2,14,38,0,2,3,0,3599,1.0,1.0,1.0,34.0,@gmail.com,Male,17,24
81,100214,37,16,4,94,1,5,10,1,1,6,0,0,0,1,3603,1.0,1.0,1.0,36.0,@gmail.com,Female,1,4
82,102633,37,2,13,15,5,13,21,1,22,26,0,2,6,1,3621,,1.0,0.0,20.0,other,Male,15,43
83,102769,32,34,15,187,0,0,1,0,5,11,0,0,0,0,3622,1.0,1.0,3.0,44.0,@yahoo.com,Male,0,8
84,103196,32,53,1,192,0,0,2,1,1,4,0,0,0,0,3625,,1.0,0.0,45.0,@gmail.com,Female,0,5
85,103575,32,71,18,205,0,0,0,1,2,3,0,0,0,0,3626,1.0,1.0,2.0,34.0,@gmail.com,Female,0,4
86,103971,37,Never open,44,35,0,0,0,0,1,6,0,0,5,0,3632,1.0,1.0,2.0,39.0,@yahoo.com,Female,11,15
87,104322,32,Never open,72,157,0,0,0,0,0,0,0,0,0,0,3634,,1.0,0.0,32.0,@gmail.com,Female,3,16
88,104449,37,62,71,82,0,0,0,0,0,0,0,0,0,0,3635,,1.0,0.0,22.0,@gmail.com,Male,6,7
89,104706,37,6,1,1,2,2,6,37,122,179,1,3,5,1,3640,,1.0,0.0,56.0,@gmail.com,Male,13,37
90,105506,32,Never open,5,30,0,0,0,2,13,18,0,1,1,0,3645,,1.0,0.0,56.0,@gmail.com,Female,9,12
91,106040,32,31,26,37,0,1,8,8,27,87,0,0,2,0,3650,1.0,1.0,2.0,50.0,@gmail.com,Female,1,10
92,106223,32,Never open,49,73,0,0,0,0,0,6,0,0,0,0,3651,,1.0,0.0,60.0,@gmail.com,Male,9,11
93,107094,37,1,23,32,2,3,5,0,6,23,0,0,4,0,3664,1.0,1.0,4.0,24.0,@gmail.com,Female,0,15
94,107288,32,Never open,41,32,0,0,0,0,0,7,0,0,1,0,3668,,1.0,0.0,33.0,@gmail.com,Male,1,18
95,107368,37,Never open,40,57,0,0,0,0,0,5,0,0,1,0,3669,,1.0,0.0,18.0,@gmail.com,Female,2,18
96,108973,37,4,44,205,5,8,11,0,0,2,0,0,0,0,3687,,1.0,0.0,50.0,@gmail.com,Male,0,4
97,110798,37,2,1,0,4,8,8,9,39,44,1,3,4,1,3704,,1.0,0.0,43.0,@gmail.com,Female,9,25
98,112746,37,4,4,1,3,3,3,8,20,20,3,4,4,0,3732,1.0,1.0,2.0,22.0,@gmail.com,Female,8,9
99,113087,37,4,4,11,2,2,2,4,10,10,0,1,1,0,3737,1.0,1.0,2.0,22.0,@gmail.com,Male,2,34
100,115731,31,3,8,220,0,0,0,1,1,1,0,0,0,0,3775,,1.0,0.0,20.0,@gmail.com,Female,0,7
101,115818,37,1,1,3,1,1,1,4,4,4,2,2,2,0,3776,,1.0,0.0,40.0,@gmail.com,Male,0,11
102,4882,51,2,8,17,3,5,10,6,10,39,0,4,12,1,4688,1.0,1.0,2.0,33.0,@yahoo.com,Male,36,90
103,13846,51,Never open,20,234,0,0,0,1,4,13,0,0,0,0,4772,1.0,1.0,2.0,33.0,@gmail.com,Male,0,3
104,23671,51,1,9,23,5,11,18,9,33,56,0,1,2,1,4877,1.0,1.0,1.0,37.0,other,Male,2,7
105,25539,51,1,13,19,1,1,1,1,16,29,0,2,5,1,4898,,1.0,0.0,20.0,@gmail.com,Male,19,31
106,28010,53,342,7,3,0,0,0,9,28,40,1,1,2,0,4926,1.0,1.0,1.0,19.0,@gmail.com,Female,6,8
107,28419,51,Never open,1,11,0,0,0,16,33,34,0,3,3,0,4934,1.0,1.0,2.0,30.0,@gmail.com,Female,10,25
108,34141,51,1,4,191,3,4,5,6,18,36,0,0,0,1,5023,1.0,1.0,2.0,37.0,@gmail.com,Male,0,4
109,39934,53,108,13,208,0,0,0,0,2,3,0,0,0,0,5092,1.0,1.0,1.0,60.0,@gmail.com,Female,0,12
110,42294,51,12,1,0,0,1,1,26,63,128,3,6,10,0,5122,1.0,1.0,2.0,45.0,@gmail.com,Male,27,44
111,43067,51,3,2,10,5,13,19,11,14,22,1,1,1,1,5133,1.0,1.0,2.0,28.0,@yahoo.com,Female,3,6
112,43930,51,2,3,0,5,11,18,19,55,100,2,13,14,1,5147,,1.0,0.0,62.0,@gmail.com,Female,45,74
113,45222,51,2,28,207,4,11,19,0,1,10,0,0,0,1,5162,1.0,1.0,1.0,38.0,@yahoo.com,Female,0,1
114,50430,53,23,7,11,0,1,1,3,32,87,0,5,32,0,5229,1.0,1.0,1.0,28.0,@gmail.com,Female,107,237
115,56704,51,Never open,484,149,0,0,0,0,0,0,0,0,0,0,5300,,1.0,0.0,33.0,@yahoo.com,Male,1,5
116,57307,51,49,64,73,0,0,0,0,0,0,0,0,0,0,5305,1.0,1.0,4.0,64.0,@gmail.com,Male,7,8
117,58332,51,2,1,24,2,3,7,21,63,128,0,1,1,1,5322,1.0,1.0,1.0,33.0,@gmail.com,Female,3,4
118,58505,51,4,2,29,3,6,12,45,84,119,0,1,1,1,5324,1.0,1.0,1.0,30.0,@gmail.com,Female,0,4
119,58910,51,Never open,51,76,0,0,0,0,0,1,0,0,0,0,5330,1.0,1.0,2.0,19.0,@gmail.com,Male,4,8
120,62207,51,1,7,53,5,9,17,19,41,71,0,0,1,1,5386,,1.0,0.0,45.0,@yahoo.com,Female,0,4
121,63398,51,11,65,208,0,1,4,0,0,1,0,0,0,0,5407,1.0,1.0,1.0,37.0,@yahoo.com,Male,0,9
122,65837,53,1,163,69,2,2,2,0,0,0,0,0,0,1,5445,,1.0,0.0,33.0,@gmail.com,Male,8,12
123,66036,51,12,16,56,0,1,3,0,3,8,0,0,1,0,5450,,1.0,0.0,40.0,@gmail.com,Male,3,5
124,68921,51,21,68,69,4,7,12,0,0,0,0,0,0,1,5487,1.0,1.0,2.0,21.0,@gmail.com,Female,10,11
125,76386,51,2,59,65,4,7,11,0,0,1,0,0,0,1,5602,,1.0,0.0,40.0,@gmail.com,Male,6,9
126,76436,51,16,10,43,2,5,5,4,13,27,0,0,1,1,5604,,1.0,0.0,28.0,@gmail.com,Female,0,5
127,78343,51,1,293,68,5,9,15,0,0,0,0,0,0,1,5634,,1.0,0.0,55.0,@gmail.com,Male,12,14
128,78831,51,2,7,208,4,10,18,1,1,4,0,0,0,1,5641,,1.0,0.0,64.0,@gmail.com,Female,0,9
129,83661,51,Never open,7,219,0,0,0,1,5,5,0,0,0,0,5704,1.0,1.0,1.0,17.0,@yahoo.com,Female,0,3
130,85078,53,42,3,26,0,0,2,2,22,47,0,1,3,0,5722,1.0,1.0,2.0,19.0,@icloud.com,Female,10,16
131,85095,51,4,86,93,1,1,1,0,0,0,0,0,0,0,5723,,1.0,0.0,62.0,other,Male,6,10
132,89393,51,1,203,201,4,12,18,0,0,0,0,0,0,1,5782,,1.0,0.0,56.0,@gmail.com,Male,0,4
133,91195,51,1,11,115,5,12,21,2,7,14,0,0,0,1,5806,1.0,1.0,1.0,37.0,other,Female,1,2
134,91479,51,6,125,212,1,2,5,0,0,0,0,0,0,0,5808,,1.0,0.0,45.0,@gmail.com,Female,0,5
135,93663,51,Never open,19,39,0,0,0,0,4,12,0,0,2,0,5839,1.0,1.0,2.0,28.0,@gmail.com,Female,13,17
136,95142,51,2,4,69,10,25,41,0,0,0,0,0,0,1,5856,,1.0,0.0,56.0,@gmail.com,Male,7,11
137,95879,51,10,140,95,0,3,8,0,0,0,0,0,0,0,5867,,1.0,0.0,18.0,@yahoo.com,Male,2,5
138,97919,51,2,0,0,4,12,19,7,32,104,30,89,173,1,5887,1.0,1.0,2.0,51.0,@yahoo.com,Male,520,1033
139,101222,51,Never open,8,19,0,0,0,2,17,33,0,1,3,0,5926,,1.0,0.0,25.0,@gmail.com,Male,14,23
140,104164,51,1,77,280,3,6,7,0,0,0,0,0,0,1,5951,,1.0,0.0,18.0,@yahoo.com,Female,0,2
141,104677,51,2,1,73,2,3,6,4,6,6,0,0,0,1,5962,1.0,1.0,2.0,44.0,@gmail.com,Female,8,12
142,104970,51,1,70,244,4,12,18,0,0,1,0,0,0,1,5968,,1.0,0.0,25.0,@yahoo.com,Male,0,1
143,107387,51,9,8,0,1,6,10,7,18,28,2,3,3,0,6007,,1.0,0.0,38.0,@gmail.com,Male,8,11
144,113108,51,2,1,71,5,7,7,5,11,11,0,0,0,0,6092,1.0,1.0,2.0,31.0,@gmail.com,Female,3,7
145,113188,53,21,13,30,0,0,0,0,10,10,0,1,1,0,6095,,1.0,0.0,34.0,@gmail.com,Male,0,18
146,115820,51,2,10,95,1,1,1,1,1,1,0,0,0,1,6147,,1.0,0.0,60.0,@gmail.com,Male,2,5
147,11519,40,28,6,60,0,1,1,11,27,56,0,0,1,0,12494,1.0,1.0,2.0,37.0,@yahoo.com,Male,0,4
148,21807,40,5,2,122,1,5,7,7,16,32,0,0,0,0,12666,,1.0,0.0,41.0,@gmail.com,Male,5,10
149,35809,40,14,687,227,0,2,2,0,0,1,0,0,0,0,12766,,1.0,0.0,26.0,@gmail.com,Male,0,3
150,36975,40,Never open,6,191,0,0,0,8,17,21,0,0,0,0,12777,1.0,1.0,2.0,27.0,@gmail.com,Male,0,4
151,39726,40,5,328,304,3,7,12,0,0,0,0,0,0,1,12800,,1.0,0.0,40.0,@gmail.com,Female,0,2
152,39986,40,6,78,321,1,4,9,1,1,1,0,0,0,1,12802,,1.0,0.0,31.0,other,Male,0,1
153,44714,38,20,540,329,0,1,1,0,0,0,0,0,0,1,12829,,1.0,0.0,64.0,@yahoo.com,Male,0,3
154,44942,40,14,29,185,2,7,13,0,2,7,0,0,0,1,12832,1.0,1.0,2.0,29.0,@gmail.com,Female,0,5
155,45206,38,5,607,315,1,1,3,0,0,0,0,0,0,0,12834,,1.0,0.0,23.0,other,Female,0,3
156,46400,38,68,295,65,0,0,0,0,0,0,0,0,0,0,12838,,1.0,0.0,64.0,@yahoo.com,Female,10,14
157,49860,40,5,563,81,3,8,12,0,0,0,0,0,0,1,12864,,1.0,0.0,56.0,@yahoo.com,Male,4,8
158,50980,40,25,2,4,0,2,6,2,11,46,1,2,15,0,12870,,1.0,0.0,26.0,@gmail.com,Female,53,105
159,52109,40,6,22,121,1,4,6,0,2,3,0,0,0,0,12882,,1.0,0.0,19.0,@yahoo.com,Male,3,7
160,52585,40,5,538,141,2,5,9,0,0,0,0,0,0,1,12884,,1.0,0.0,61.0,@gmail.com,Male,3,4
161,52619,40,6,218,Never Checkout,3,9,14,0,0,0,0,0,0,1,12886,,1.0,0.0,45.0,@gmail.com,Male,0,0
162,53157,38,13,417,241,0,1,1,0,0,0,0,0,0,0,12892,,1.0,0.0,52.0,@gmail.com,Female,0,6
163,54589,40,26,512,206,0,2,3,0,0,0,0,0,0,0,12901,,1.0,0.0,57.0,@gmail.com,Female,0,9
164,54649,38,26,9,267,0,1,1,2,4,5,0,0,0,0,12902,,1.0,0.0,20.0,@yahoo.com,Female,0,1
165,55274,40,9,13,266,1,1,2,1,2,5,0,0,0,0,12908,1.0,1.0,1.0,25.0,@yahoo.com,Female,0,3
166,55323,38,60,508,143,0,0,0,0,0,0,0,0,0,0,12909,,1.0,0.0,40.0,@yahoo.com,Female,1,17
167,56796,38,20,51,208,0,2,5,7,9,14,0,0,0,0,12927,,1.0,0.0,18.0,@gmail.com,Male,0,4
168,58913,38,37,400,125,0,0,0,0,0,0,0,0,0,0,12940,1.0,1.0,2.0,33.0,@gmail.com,Male,4,5
169,59450,40,5,49,Never Checkout,3,8,13,0,0,4,0,0,0,1,12943,,1.0,0.0,60.0,@gmail.com,Male,0,0
170,59520,40,Never open,183,98,0,0,0,0,0,0,0,0,0,0,12944,,1.0,0.0,53.0,@yahoo.com,Male,1,2
171,60075,40,5,6,16,2,7,11,7,21,37,0,3,10,1,12948,1.0,1.0,2.0,27.0,@yahoo.com,Female,33,79
172,60500,40,6,462,33,2,9,14,0,0,1,0,0,1,1,12954,,1.0,0.0,41.0,@yahoo.com,Female,8,20
173,62546,38,42,441,61,0,0,1,0,0,0,0,0,0,0,12974,,1.0,0.0,24.0,@yahoo.com,Male,10,12
174,62569,40,7,12,192,1,3,5,0,1,2,0,0,0,0,12975,1.0,1.0,1.0,37.0,@yahoo.com,Female,0,9
175,64178,40,1,5,12,3,6,10,12,43,73,0,6,14,1,12984,1.0,1.0,2.0,28.0,@gmail.com,Female,50,104
176,64740,40,4,216,183,2,7,12,0,0,0,0,0,0,1,12985,1.0,1.0,1.0,38.0,@icloud.com,Male,1,2
177,64939,40,5,45,37,2,6,8,0,1,6,0,0,3,1,12986,1.0,1.0,4.0,48.0,@yahoo.com,Male,5,21
178,65311,40,2,13,24,1,4,7,1,6,15,0,2,5,0,12990,1.0,1.0,2.0,22.0,@gmail.com,Female,18,29
179,66262,40,18,3,0,0,2,6,7,24,28,2,3,3,0,12999,1.0,1.0,1.0,24.0,@gmail.com,Female,7,30
180,67138,38,14,121,209,0,1,1,0,0,0,0,0,0,0,13006,,1.0,0.0,33.0,@gmail.com,Male,0,6
181,68277,40,4,5,17,3,6,6,9,17,24,0,1,2,0,13013,1.0,1.0,2.0,40.0,@yahoo.com,Male,6,19
182,69737,40,5,1,6,3,10,15,19,48,156,2,5,10,1,13019,1.0,1.0,4.0,31.0,other,Male,27,57
183,69962,40,13,1,0,0,7,16,29,78,146,5,9,11,1,13020,,1.0,0.0,26.0,@yahoo.com,Female,26,44
184,70555,40,5,324,Never Checkout,3,10,15,0,0,0,0,0,0,1,13024,,1.0,0.0,52.0,@yahoo.com,Male,0,0
185,71209,40,Never open,192,207,0,0,0,0,0,0,0,0,0,1,13025,,1.0,0.0,52.0,@gmail.com,Male,0,7
186,71954,40,Never open,62,226,0,0,0,0,0,0,0,0,0,0,13029,1.0,1.0,2.0,40.0,@yahoo.com,Female,0,10
187,72067,40,Never open,12,139,0,0,0,0,4,22,0,0,0,0,13030,1.0,1.0,3.0,16.0,@gmail.com,Female,2,5
188,73534,38,1,338,Never Checkout,3,5,10,0,0,0,0,0,0,0,13041,,1.0,0.0,56.0,@gmail.com,Female,0,0
189,78233,38,41,299,88,0,0,1,0,0,0,0,0,0,1,13068,,1.0,0.0,38.0,@gmail.com,Female,6,9
190,79531,38,65,692,325,0,0,0,0,0,0,0,0,0,0,13078,,1.0,0.0,23.0,@gmail.com,Female,0,1
191,79818,40,4,22,248,2,7,15,2,3,7,0,0,0,0,13079,,1.0,0.0,51.0,@gmail.com,Male,0,3
192,80191,40,5,189,65,3,7,10,0,0,0,0,0,0,1,13081,,1.0,0.0,48.0,@gmail.com,Male,6,8
193,80631,38,38,224,293,0,0,0,0,0,0,0,0,0,0,13084,,1.0,0.0,48.0,@gmail.com,Female,0,1
194,80921,40,9,7,19,1,3,3,13,40,57,0,4,10,0,13088,1.0,1.0,2.0,33.0,@yahoo.com,Female,36,76
195,81472,38,59,268,291,0,0,1,0,0,0,0,0,0,1,13093,,1.0,0.0,60.0,@yahoo.com,Female,0,1
196,82313,40,Never open,9,66,0,0,0,1,11,15,0,0,0,0,13097,1.0,1.0,1.0,21.0,@gmail.com,Female,2,5
197,84323,38,34,252,121,0,0,0,0,0,0,0,0,0,0,13104,,1.0,0.0,44.0,@gmail.com,Female,2,20
198,85711,38,7,45,233,1,1,1,0,0,6,0,0,0,1,13120,,1.0,0.0,40.0,@yahoo.com,Male,0,3
199,87181,40,7,1,357,4,11,32,50,140,301,0,0,0,1,13126,1.0,1.0,3.0,42.0,@outlook.com,Male,0,1
200,88071,40,Never open,216,184,0,0,0,0,0,0,0,0,0,0,13130,,1.0,0.0,44.0,@gmail.com,Male,1,4
201,88839,38,27,5,62,0,1,1,8,10,10,0,0,0,0,13134,,1.0,0.0,24.0,@gmail.com,Male,9,12
202,89828,40,Never open,12,13,0,0,0,3,9,14,0,2,2,0,13139,1.0,1.0,4.0,50.0,@gmail.com,Female,6,7
203,90845,40,26,51,32,0,1,2,0,0,10,0,0,3,0,13150,,1.0,0.0,20.0,@gmail.com,Male,12,14
204,91338,40,Never open,190,95,0,0,0,0,0,0,0,0,0,0,13155,,1.0,0.0,24.0,@gmail.com,Female,1,5
205,93256,40,Never open,1,0,0,0,0,7,18,37,4,4,7,0,13167,,1.0,0.0,53.0,@gmail.com,Female,13,20
206,94680,38,38,116,233,0,0,2,0,0,0,0,0,0,1,13175,,1.0,0.0,34.0,@gmail.com,Female,0,11
207,95362,38,36,40,66,0,0,4,0,0,0,0,0,0,0,13178,,1.0,0.0,36.0,@gmail.com,Male,2,5
208,95934,40,5,135,186,3,8,8,0,0,0,0,0,0,0,13184,,1.0,0.0,60.0,@gmail.com,Female,0,14
