,customer_id,total_spending,average_order_value,average_discount_percentage,campaign_count,percentage_item_discounted,average_order_per_month,average_purchase_frequency,product_variety,checkout_count_last_1_year,last_checkout_day,last_login_day,login_count_last_10_days,login_count_last_60_days
62,9868,503.96988023094315,17.998924293962254,29.98663286312966,5.0,64.28571428571429,2.3333333333333335,11.777777777777779,13,28,32,3,10,77
63,9986,804.5220137145847,21.17163193985749,27.296298780696578,5.0,55.26315789473685,3.1666666666666665,8.675675675675675,17,38,23,4,10,125
64,9993,14458.72545294876,33.624942913834325,31.177214155170528,20.0,66.74418604651163,35.833333333333336,0.4825174825174825,23,430,0,1,11,81
65,10221,625.3912891834154,12.026755561219527,27.57265011461256,5.0,57.692307692307686,4.333333333333333,5.686274509803922,17,52,31,29,1,30
66,10485,2301.4823211405155,191.79019342837628,17.005893828668434,2.0,58.333333333333336,1.0,25.09090909090909,8,12,2,4,13,68
67,10491,35.57570737236779,17.787853686183894,0.0,0.0,0.0,0.16666666666666666,31.0,2,2,234,245,0,0
68,10673,6010.647643545363,56.704223052314745,27.313157704577385,9.0,64.15094339622641,8.833333333333334,2.961904761904762,18,106,0,1,17,99
69,11081,2913.0101707160607,291.30101707160605,6.736041874376871,1.0,30.0,0.8333333333333334,36.0,9,10,31,3,2,18
70,11097,1807.439165664958,15.061993047207983,30.896040611565635,17.0,65.0,10.0,2.5126050420168067,20,120,0,1,24,173
71,11172,4.537272902795857,0.7562121504659762,15.08333333333333,0.0,16.666666666666664,0.5,36.4,5,6,62,418,0,0
72,11248,43.20218735791827,7.200364559653045,24.750886524822693,0.0,33.33333333333333,0.5,26.4,5,6,213,253,0,0
73,11519,60.05580503117235,15.013951257793087,45.369373026612536,1.0,100.0,0.3333333333333333,60.25,5,4,60,6,11,56
74,11556,51.54180083333852,17.180600277779508,8.016601135867191,0.0,25.0,0.25,81.66666666666667,2,3,9,8,5,10
75,11611,196.3349921212763,15.102691701636637,22.32773815177907,2.0,61.53846153846154,1.0833333333333333,18.166666666666668,8,13,32,33,0,19
76,11951,10.27659614222809,10.27659614222809,15.384615384615397,0.0,100.0,0.08333333333333333,-1.0,1,1,233,700,0,0
77,12358,2551.118280507477,28.664250342780637,31.40476711809943,13.0,71.91011235955057,7.416666666666667,3.659090909090909,20,89,0,3,12,79
78,12993,5288.3234511923965,22.893175113387,28.95182349772657,20.0,64.5021645021645,19.25,1.1478260869565218,22,231,0,2,9,67
79,13001,120.36073966579262,40.12024655526421,31.66666666666667,2.0,66.66666666666666,0.25,84.0,3,3,65,18,0,6
80,13317,1986.7229491962455,28.79308622023544,32.98269815590049,6.0,60.86956521739131,5.75,4.676470588235294,19,69,6,3,9,38
81,13422,36.849382469995454,7.369876493999091,38.94281868353748,1.0,100.0,0.4166666666666667,43.0,5,5,177,10,3,6
82,13436,8.454835917014929,4.2274179585074645,0.0,0.0,0.0,0.16666666666666666,86.0,2,2,231,46,0,3
83,13846,92.63510609806987,30.878368699356624,13.333333333333334,1.0,33.33333333333333,0.25,36.5,3,3,234,20,1,13
84,13852,921.6555907797134,18.80929777101456,27.95940842671367,10.0,51.02040816326531,4.083333333333333,7.0,15,49,0,1,18,62
85,13990,313.0967432532589,24.0843648656353,39.51348604419967,1.0,61.53846153846154,1.0833333333333333,23.916666666666668,10,13,8,1,11,108
86,14235,628.6723260608251,57.152029641893186,28.195684597093045,1.0,63.63636363636363,0.9166666666666666,14.5,7,11,196,129,0,0
87,14536,68.11514770271364,6.811514770271364,22.315002629404255,0.0,40.0,0.8333333333333334,22.444444444444443,8,10,81,1,42,138
88,14932,1683.0853455739011,48.088152730682886,27.305824083930588,7.0,57.14285714285714,2.9166666666666665,9.205882352941176,14,35,0,1,20,40
89,15112,55.08878356242876,18.36292785414292,33.6091063779851,0.0,66.66666666666666,0.25,17.5,3,3,135,401,1,1
90,15250,525.622979714622,52.5622979714622,24.713910960174264,1.0,60.0,0.8333333333333334,26.444444444444443,8,10,103,42,0,9
91,15419,955.1046655746485,17.687123436567564,32.82798360256313,8.0,64.81481481481481,4.5,6.09433962264151,16,54,16,8,11,86
92,15438,301.6398956146962,30.163989561469617,23.6718843795909,0.0,50.0,0.8333333333333334,23.555555555555557,9,10,79,63,0,0
93,15513,24.645146021088827,6.161286505272207,14.0,2.0,40.0,0.3333333333333333,80.75,5,4,6,6,3,5
94,15543,2616.718776275388,32.70898470344235,25.951517757270274,4.0,53.75,6.666666666666667,3.9367088607594938,18,80,11,12,8,55
95,15619,44.120852770632595,14.706950923544198,0.33377994029570424,0.0,33.33333333333333,0.25,44.0,3,3,216,Never login,0,18
96,15718,5110.900042974856,35.99225382376659,27.913713382816496,7.0,57.74647887323944,11.833333333333334,2.106382978723404,20,142,0,1,16,144
97,16008,6885.171494590773,31.58335547977419,31.695033484689024,19.0,64.22018348623854,18.166666666666668,1.2488479262672811,21,218,0,1,9,94
98,16279,1736.1483940482935,52.610557395402836,29.235918189307217,2.0,66.66666666666666,2.75,8.59375,12,33,0,1,15,127
99,16614,296.80818266182524,29.680818266182524,37.52584018069687,1.0,60.0,0.8333333333333334,16.666666666666668,7,10,203,18,0,3
100,16826,730.7998928742705,104.39998469632437,12.414285714285715,0.0,28.57142857142857,0.5833333333333334,56.333333333333336,6,7,12,10,10,23
101,17197,11192.490922340074,48.24349535491411,31.678699603153976,16.0,67.24137931034483,19.333333333333332,1.1125541125541125,22,232,4,4,16,73
102,17210,472.0647861533766,21.457490279698934,23.20267962036664,2.0,50.0,1.8333333333333333,14.571428571428571,12,22,0,8,13,52
103,17307,1730.459830965564,133.11229468965877,29.018422930043222,3.0,61.53846153846154,1.0833333333333333,23.166666666666668,11,13,32,10,5,20
104,17314,169.73199882909086,28.288666471515143,6.566210045662099,0.0,33.33333333333333,0.5,52.6,5,6,71,193,0,0
105,17328,1164.50650539677,83.17903609976929,37.16146387634633,1.0,71.42857142857143,1.1666666666666667,20.076923076923077,9,14,44,14,1,20
106,17402,2595.651287065814,48.0676164271447,33.732295692127664,7.0,68.51851851851852,4.5,6.0754716981132075,17,54,0,1,22,44
107,17458,228.66049240466123,22.866049240466122,25.607895194182447,0.0,50.0,0.8333333333333334,17.333333333333332,8,10,194,15,0,14
108,17480,2100.9214681207527,100.04387943432155,23.800366069418704,2.0,45.83333333333333,1.75,15.173913043478262,13,21,0,3,12,39
109,17506,5004.690487608917,40.360407158136425,27.694511771728834,8.0,55.64516129032258,10.333333333333334,2.5040650406504064,21,124,1,1,13,106
110,17510,15807.757740145367,47.90229618225869,29.765214524958445,16.0,61.51515151515151,27.5,0.6656534954407295,23,330,1,1,33,164
111,17536,57.443058315011925,8.206151187858847,39.19563779845248,0.0,57.14285714285714,0.5833333333333334,44.333333333333336,6,7,92,1,2,14
112,17575,305.1899924638295,38.14874905797869,14.198953770690814,0.0,37.5,0.6666666666666666,29.285714285714285,7,8,80,5,1,8
113,17603,1907.427176302792,90.82986553822819,30.308325938503696,3.0,66.66666666666666,1.75,13.25,11,21,65,13,0,12
114,17608,1977.0534507564196,32.410712307482285,29.830972610775408,5.0,59.01639344262295,5.083333333333333,5.483333333333333,18,61,4,1,15,53
115,17624,311.1005923056322,311.1005923056322,0.0,0.0,0.0,0.08333333333333333,-1.0,1,1,343,2,1,1
116,17908,1372.9221034012417,274.58442068024834,30.79937146448774,1.0,60.0,0.4166666666666667,32.0,4,5,201,176,0,1
117,17958,4927.482265086354,32.20576643847291,27.332154764717124,14.0,52.28758169934641,12.75,1.9473684210526316,22,153,0,1,13,31
118,18043,2621.612615923119,163.85078849519493,11.606759656652361,2.0,25.0,1.3333333333333333,18.266666666666666,8,16,39,0,12,75
119,18244,3180.053749711944,57.81915908567171,31.709152361879966,7.0,63.63636363636363,4.583333333333333,5.333333333333333,17,55,37,23,0,15
120,18357,503.3025243057069,100.66050486114139,24.619473397231197,2.0,57.14285714285714,0.4166666666666667,55.166666666666664,6,5,19,1,5,44
121,18481,136.82882927771098,22.804804879618498,41.89174909272041,2.0,83.33333333333334,0.5,24.8,4,6,193,12,1,8
122,18520,53.64071774238754,13.410179435596884,49.3561797752809,1.0,75.0,0.3333333333333333,72.0,4,4,54,23,0,16
123,18534,112.84636800179373,11.284636800179374,29.399882759525134,0.0,50.0,0.8333333333333334,18.555555555555557,6,10,192,10,1,4
124,18689,198.02377942064908,66.00792647354969,17.956272002964614,0.0,33.33333333333333,0.25,65.0,3,3,192,9,2,10
125,18839,17015.208272348482,68.88748288400195,26.640678498237374,12.0,55.87044534412956,20.583333333333332,1.0365853658536586,21,247,10,1,11,90
126,18935,2.2359381909453844,1.1179690954726922,0.0,0.0,0.0,0.16666666666666666,64.0,2,2,212,4,1,30
127,18997,2459.2844374964966,63.05857532042299,22.214398567672227,4.0,58.97435897435898,3.25,8.394736842105264,15,39,23,6,10,69
128,19165,3197.3464583112745,76.12729662645891,34.776760268201436,7.0,64.28571428571429,3.5,8.24390243902439,15,42,6,1,27,148
129,19215,742.9985239070995,32.30428364813476,36.98831574541548,2.0,73.91304347826086,1.9166666666666667,13.090909090909092,12,23,36,31,6,55
130,19264,415.3177336679974,27.687848911199826,29.48357825154228,2.0,66.66666666666666,1.25,22.928571428571427,10,15,25,49,0,2
131,19329,677.0361673901806,33.85180836950903,25.807299855948642,3.0,57.14285714285714,1.6666666666666667,16.35,10,20,20,18,0,30
132,19344,185.47076152691534,9.761619027732387,26.160916420333773,1.0,42.10526315789473,1.5833333333333333,9.5,11,19,185,20,0,4
133,19483,628.0697438324853,27.307380166629795,36.46180547537211,2.0,76.0,1.9166666666666667,13.625,13,23,11,3,4,37
134,19602,2514.775876780498,22.861598879822708,31.572274935155956,14.0,61.81818181818181,9.166666666666666,2.834862385321101,21,110,0,5,24,122
135,19755,7.006770096973698,7.006770096973698,67.3913043478261,0.0,100.0,0.08333333333333333,-1.0,1,1,253,255,1,1
136,19778,1785.4832180070875,36.43843302055281,32.0497327304455,2.0,59.183673469387756,4.083333333333333,6.854166666666667,13,49,2,3,9,51
137,19928,4981.356386125973,63.05514412817687,27.00458089348002,12.0,60.75949367088608,6.583333333333333,4.089743589743589,18,79,1,1,21,96
138,20095,371.23580739790356,12.801234737858744,36.33058074163631,4.0,72.41379310344827,2.4166666666666665,11.071428571428571,12,29,3,1,30,192
139,20128,12130.851431560983,40.571409470103625,29.0811266866964,18.0,61.53846153846154,24.916666666666668,0.7986577181208053,21,299,0,1,77,493
140,20170,2886.6849569317196,144.33424784658598,37.16773074049665,5.0,65.0,1.6666666666666667,15.263157894736842,10,20,35,9,1,53
141,20176,352.720806681656,13.566184872371384,40.63851269997626,3.0,73.07692307692307,2.1666666666666665,13.36,13,26,0,5,12,65
142,20186,58.595282730958715,7.324410341369839,33.541057042451946,0.0,62.5,0.6666666666666666,39.857142857142854,6,8,79,49,0,1
143,20215,1826.1067582633177,55.336568432221746,32.436545891878524,5.0,66.66666666666666,2.75,10.0625,13,33,0,3,10,71
144,20234,559.5396396340285,16.955746655576622,25.653539080542487,6.0,54.54545454545454,2.75,9.75,13,33,28,5,8,84
145,20239,7071.072004683636,28.05980954239538,31.321367498601752,20.0,62.698412698412696,21.0,1.0159362549800797,23,252,0,1,17,126
146,20292,171.40116717219215,13.184705167091703,24.134166929589103,1.0,53.84615384615385,1.0833333333333333,26.833333333333332,8,13,32,12,0,38
147,20351,4241.493781102274,121.18553660292211,22.726779591651812,2.0,54.285714285714285,2.9166666666666665,9.823529411764707,12,35,6,6,7,29
148,20389,1589.0420343923417,29.981925177213995,26.171236117321126,5.0,56.60377358490566,4.416666666666667,5.903846153846154,17,53,32,2,11,125
149,20596,10.640948187270723,10.640948187270723,70.0,1.0,100.0,0.08333333333333333,-1.0,1,1,329,64,0,0
150,20686,2714.9049570562843,63.13732458270429,40.82327616648665,10.0,74.4186046511628,3.5833333333333335,8.166666666666666,13,43,0,2,11,58
151,20741,288.56681967376477,9.308607086250477,30.02650739460333,1.0,61.29032258064516,2.5833333333333335,11.233333333333333,13,31,11,14,4,12
152,20795,1561.1594491744468,24.39311639335073,28.801517055955653,8.0,68.75,5.333333333333333,4.698412698412699,16,64,32,4,3,40
153,20971,19.550445630578167,9.775222815289084,0.0,0.0,0.0,0.16666666666666666,27.0,2,2,234,9,11,49
154,21349,1969.806582004123,30.304716646217276,34.585217104234786,11.0,69.23076923076923,5.416666666666667,5.03125,17,65,0,1,8,55
155,21383,1300.6371489608182,185.8053069944026,15.570423215599604,0.0,28.57142857142857,0.5833333333333334,24.166666666666668,6,7,186,890,0,9
156,21435,4378.063982710405,40.53762946954079,28.512562614359073,10.0,62.96296296296296,9.0,2.897196261682243,18,108,0,2,35,152
157,21439,143.05021829981501,11.003862946139616,23.920906679527373,1.0,38.46153846153847,1.0833333333333333,26.166666666666668,9,13,20,1,3,41
158,21574,8981.483442223729,997.9426046915255,14.157738508704739,1.0,44.44444444444444,0.75,20.75,8,9,9,8,4,7
159,21700,119.89206459930617,14.98650807491327,10.130813953488373,1.0,25.0,0.6666666666666666,28.428571428571427,5,8,80,49,0,1
160,21734,8422.095615941802,44.09474144472148,27.38337300545229,6.0,56.02094240837696,15.916666666666666,1.4526315789473685,21,191,0,1,19,102
161,21768,201.12700004359766,9.57747619255227,22.120517088563503,1.0,47.82608695652174,1.75,13.363636363636363,11,21,48,3,4,74
162,21807,668.5704320530149,66.8570432053015,33.69865448350556,0.0,60.0,0.8333333333333334,26.11111111111111,7,10,122,2,7,32
163,21999,161.61037375668758,26.935062292781264,34.22789585250886,0.0,66.66666666666666,0.5,23.8,5,6,72,858,0,0
164,22201,10914.276683337588,41.97798724360611,32.1814601243987,15.0,63.46153846153846,21.666666666666668,0.9498069498069498,23,260,1,1,31,159
165,22544,11571.573378010577,41.624364669102796,22.341202451114587,19.0,51.438848920863315,23.166666666666668,0.8736462093862816,22,278,0,3,14,85
166,22566,411.8081203794244,31.677547721494186,27.924683077433407,3.0,61.53846153846154,1.0833333333333333,21.75,10,13,31,2,3,26
167,22660,477.45688500800327,28.08569911811784,18.607718927233083,0.0,47.05882352941176,1.4166666666666667,18.625,11,17,7,1,33,109
168,22680,270.55786346452084,33.819732933065104,23.275388456234197,0.0,62.5,0.6666666666666666,35.857142857142854,5,8,83,94,0,0
169,22689,1.2145068168087745,1.2145068168087745,64.22018348623853,0.0,100.0,0.08333333333333333,-1.0,1,1,212,287,0,0
170,22698,2573.667156621553,45.152055379325496,26.75492443353895,4.0,61.40350877192983,4.75,5.75,18,57,3,1,15,78
171,22762,10605.236081440467,43.64294683720357,24.844346170225922,12.0,58.0246913580247,20.25,1.0702479338842976,22,243,0,1,34,153
172,22936,214.46103924414078,5.49900100626002,30.644955562982823,7.0,56.41025641025641,3.25,8.157894736842104,16,39,19,6,2,48
173,22980,2579.749500183733,48.674518871391186,25.276642092120444,2.0,56.60377358490566,4.416666666666667,6.096153846153846,18,53,16,2,10,68
174,22990,421.78949794156665,84.35789958831333,38.23155840700115,1.0,80.0,0.4166666666666667,34.5,4,5,186,12,3,32
175,23336,51492.71996586924,50.932462874252465,30.11449240585435,20.0,63.897131552917905,84.25,0.08613861386138613,23,1011,0,1,32,204
176,23545,2000.6757640493524,58.84340482498095,29.938656949322638,4.0,55.88235294117647,2.8333333333333335,9.272727272727273,12,34,29,1,37,224
177,23554,17001.98992270754,79.44855104068944,26.63863701789618,16.0,58.87850467289719,17.833333333333332,1.272300469483568,21,214,1,1,30,171
178,23564,4813.480869960575,34.38200621400411,27.521544720336045,11.0,60.0,11.666666666666666,2.143884892086331,21,140,4,5,12,73
179,23578,164.09295025504642,20.511618781880802,42.34295837907975,2.0,87.5,0.6666666666666666,38.42857142857143,5,8,82,6,2,8
180,23671,157.24437745626219,22.46348249375174,23.1489530232547,1.0,57.14285714285714,0.5833333333333334,49.666666666666664,6,7,23,9,9,56
181,23728,287.2993728162233,8.978105400506978,23.7440334565348,1.0,56.25,2.6666666666666665,9.419354838709678,12,32,32,8,2,46
182,23872,127.63532408647288,7.977207755404555,25.73141321444222,1.0,43.75,1.3333333333333333,20.6,11,16,4,8,6,32
183,23960,353.8465610772364,11.414405196039883,24.795755879535673,2.0,48.38709677419355,2.5833333333333335,10.666666666666666,13,31,6,7,1,11
184,24206,4236.256609719791,44.127673017914496,23.309569894815137,10.0,58.333333333333336,8.0,3.3684210526315788,18,96,6,7,17,99
185,24231,0.6165957685336855,0.6165957685336855,44.99999999999999,0.0,100.0,0.08333333333333333,-1.0,1,1,267,397,0,0
186,24236,1937.992575937817,77.51970303751268,35.53174065910498,4.0,73.07692307692307,2.0833333333333335,12.04,13,25,49,18,0,12
187,24514,147.68091480390385,8.204495266883548,22.5780973201237,4.0,61.111111111111114,1.5,18.941176470588236,10,18,0,3,10,55
188,24528,1068.0590935419377,56.21363650220725,42.1118784590639,1.0,78.94736842105263,1.5833333333333333,7.833333333333333,13,19,196,130,2,3
189,24703,2554.810381230576,52.13898737205257,29.865247142619072,8.0,63.26530612244898,4.083333333333333,6.458333333333333,19,49,19,14,6,46
190,24812,460.11964449205584,25.56220247178088,25.172302181704204,3.0,55.55555555555556,1.5,19.88235294117647,11,18,9,2,6,14
191,24817,1137.2573321956415,43.74066662290929,38.329912701896404,2.0,65.38461538461539,2.1666666666666665,5.68,15,26,198,9,2,14
192,24872,72.6929041660698,18.17322604151745,12.125,0.0,25.0,0.3333333333333333,13.666666666666666,4,4,283,8,2,14
193,24962,844.8327406124852,44.46488108486764,28.78374937010554,3.0,57.89473684210527,1.5833333333333333,17.0,12,19,38,45,0,6
194,25255,1089.8115334549916,20.181695063981326,19.24333496638459,4.0,44.44444444444444,4.5,5.773584905660377,16,54,33,1,2,34
195,25273,955.8324354287208,59.73952721429505,24.84819898552811,0.0,50.0,1.3333333333333333,20.6,11,16,46,9,4,24
196,25290,43.672419484426285,21.836209742213143,47.23333333333334,1.0,100.0,0.16666666666666666,147.5,3,2,32,13,1,19
197,25391,7.458317503223114,3.729158751611557,0.0,0.0,0.0,0.16666666666666666,112.0,2,2,101,203,0,0
198,25438,7597.102467005898,33.320624855289026,28.538786541476735,12.0,59.210526315789465,19.0,1.13215859030837,22,228,0,1,26,155
199,25472,11028.562709035308,49.902998683417685,25.863041840335587,14.0,52.94117647058824,18.416666666666668,1.1181818181818182,21,221,18,19,0,34
200,25539,1193.474205743683,38.499167927215574,27.834461978977956,6.0,67.74193548387096,2.5833333333333335,10.866666666666667,14,31,19,13,1,29
201,25779,194.56321352275486,8.459270153163255,27.2689514225625,3.0,60.86956521739131,1.9166666666666667,15.045454545454545,14,23,4,6,5,27
202,25891,694.0666670818827,23.13555556939609,27.29223810256361,8.0,73.33333333333333,2.5,11.655172413793103,12,30,6,3,21,115
203,26025,3185.1630864666568,39.32300106748959,28.42268389325443,11.0,60.49382716049383,6.75,4.0625,17,81,0,3,25,115
204,26112,34.67572667991205,6.93514533598241,59.34755573972397,0.0,100.0,0.4166666666666667,84.5,5,5,14,9,3,10
205,26507,1.743907224135676,0.871953612067838,25.0,0.0,50.0,0.16666666666666666,17.0,2,2,325,161,0,0
206,26595,1817.6869561967874,56.802717381149606,15.503572086494234,1.0,46.875,2.6666666666666665,11.129032258064516,12,32,1,1,11,69
207,26832,163.9235421247018,14.90214019315471,12.668638118638116,1.0,36.36363636363637,0.9166666666666666,25.9,10,11,13,9,1,8
208,27132,482.9377362838582,53.659748475984244,33.76705772597562,0.0,66.66666666666666,0.75,16.25,7,9,220,812,0,0
