,customer_id,loyalty_tier_customer_facing,percentile_rank,Activity,Discount_Cluster,preferred_day,preferred_hour,preferred_category,Campaign
160,52585,Classic,34.727668845315904,Inactive,Occasional Discounter,Monday,8.0,Home Appliances,Low Participation
161,52619,Classic,0.0,Inactive,,,,,Low Participation
162,53157,Classic,35.33769063180828,Inactive,Occasional Discounter,Saturday,9.0,Baby & Toys,Low Participation
163,54589,Classic,60.52287581699346,Inactive,Full Price Shopper,Saturday,23.0,Automotive,Low Participation
164,54649,Classic,2.8758169934640523,Inactive,Bargain Hunter,Monday,20.0,Mobile & Accessories,Low Participation
165,55274,Classic,36.2962962962963,Inactive,Deal Seeker,Saturday,11.0,Baby & Toys,Low Participation
166,55323,Silver,60.30501089324619,Inactive,Full Price Shopper,Friday,15.0,Men Clothes,Low Participation
167,56796,Classic,39.30283224400871,Inactive,Full Price Shopper,Thursday,11.0,Home & Living,Low Participation
168,58913,Classic,21.742919389978212,Inactive,Bargain Hunter,Friday,8.0,Women Clothes,Low Participation
169,59450,Classic,0.0,Inactive,,,,,Low Participation
170,59520,Classic,3.0501089324618738,Inactive,Occasional Discounter,Tuesday,13.0,Baby & Toys,Low Participation
171,60075,Platinum,95.33769063180829,Active,Occasional Discounter,Sunday,9.0,Women Clothes,Low Participation
172,60500,Silver,54.20479302832244,Active,Full Price Shopper,Friday,8.0,Health & Beauty,Low Participation
173,62546,Silver,64.18300653594771,Inactive,Deal Seeker,Wednesday,15.0,Women Clothes,Low Participation
174,62569,Classic,27.233115468409586,Inactive,Occasional Discounter,Friday,9.0,Home & Living,Low Participation
175,64178,Platinum,91.24183006535948,Active,Full Price Shopper,Sunday,9.0,Health & Beauty,High Participation
176,64740,Classic,0.7189542483660131,Inactive,Bargain Hunter,Monday,8.0,Health & Beauty,Low Participation
177,64939,Silver,64.880174291939,Active,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
178,65311,Gold,91.50326797385621,Active,Full Price Shopper,Saturday,8.0,Mobile & Accessories,Low Participation
179,66262,Silver,72.72331154684096,Active,Full Price Shopper,Sunday,8.0,Mobile & Accessories,Low Participation
180,67138,Classic,54.11764705882353,Inactive,Occasional Discounter,Saturday,7.0,Men Clothes,Low Participation
181,68277,Silver,59.694989106753816,Active,Occasional Discounter,Saturday,18.0,Women Clothes,Low Participation
182,69737,Gold,81.39433551198258,Active,Occasional Discounter,Saturday,8.0,Women Clothes,Low Participation
183,69962,Gold,82.74509803921568,Active,Full Price Shopper,Sunday,7.0,Health & Beauty,High Participation
184,70555,Classic,0.0,Inactive,,,,,Low Participation
185,71209,Classic,26.884531590413946,Inactive,Full Price Shopper,Sunday,18.0,Groceries & Pets,Low Participation
186,71954,Classic,52.069716775599126,Inactive,Occasional Discounter,Wednesday,7.0,Sports & Outdoor,Low Participation
187,72067,Classic,70.45751633986929,Inactive,Occasional Discounter,Wednesday,7.0,Health & Beauty,Low Participation
188,73534,Classic,0.0,Inactive,,,,,Low Participation
189,78233,Classic,38.51851851851852,Inactive,Occasional Discounter,Wednesday,11.0,Women Clothes,Low Participation
190,79531,Classic,20.915032679738562,Inactive,Deal Seeker,Saturday,12.0,Baby & Toys,Low Participation
191,79818,Classic,61.04575163398693,Inactive,Deal Seeker,Saturday,1.0,Mobile & Accessories,Low Participation
192,80191,Classic,35.16339869281046,Inactive,Full Price Shopper,Sunday,14.0,Home & Living,Low Participation
193,80631,Classic,1.1764705882352942,Inactive,Deal Seeker,Wednesday,23.0,Men Clothes,Low Participation
194,80921,Gold,85.40305010893246,Active,Full Price Shopper,Thursday,7.0,Men Clothes,High Participation
195,81472,Classic,1.3943355119825707,Inactive,Deal Seeker,Friday,11.0,Automotive,Low Participation
196,82313,Classic,70.28322440087146,Inactive,Full Price Shopper,Saturday,9.0,Mobile & Accessories,Low Participation
197,84323,Silver,61.30718954248366,Inactive,Full Price Shopper,Friday,15.0,Health & Beauty,Low Participation
198,85711,Classic,73.8562091503268,Inactive,Occasional Discounter,Saturday,7.0,Cameras & Drones,Low Participation
199,87181,Classic,12.98474945533769,Inactive,Deal Seeker,Tuesday,7.0,Men Clothes,Low Participation
200,88071,Classic,16.33986928104575,Inactive,Bargain Hunter,Monday,8.0,Baby & Toys,Low Participation
201,88839,Classic,43.57298474945534,Inactive,Full Price Shopper,Friday,9.0,Groceries & Pets,Low Participation
202,89828,Classic,29.063180827886708,Active,Full Price Shopper,Friday,23.0,Baby & Toys,Low Participation
203,90845,Silver,78.12636165577342,Active,Occasional Discounter,Friday,8.0,Groceries & Pets,Low Participation
204,91338,Classic,25.96949891067538,Inactive,Deal Seeker,Friday,18.0,Baby & Toys,Low Participation
205,93256,Silver,64.92374727668845,Active,Occasional Discounter,Friday,11.0,Baby & Toys,Low Participation
206,94680,Classic,44.88017429193899,Inactive,Occasional Discounter,Sunday,9.0,Health & Beauty,Low Participation
207,95362,Classic,29.76034858387799,Inactive,Bargain Hunter,Wednesday,7.0,Men Clothes,Low Participation
208,95934,Classic,34.59694989106754,Inactive,Full Price Shopper,Friday,8.0,Women Clothes,Low Participation
209,96458,Classic,36.949891067538125,Inactive,Bargain Hunter,Saturday,12.0,Mobile & Accessories,Low Participation
210,96900,Classic,43.09368191721133,Inactive,Occasional Discounter,Friday,7.0,Automotive,Low Participation
211,97691,Silver,62.309368191721134,Inactive,Full Price Shopper,Friday,8.0,Men Clothes,Low Participation
212,97738,Gold,79.30283224400871,Active,Full Price Shopper,Saturday,7.0,Men Clothes,Low Participation
213,98941,Platinum,91.72113289760348,Active,Full Price Shopper,Sunday,9.0,Health & Beauty,High Participation
214,99286,Classic,8.583877995642702,Inactive,Bargain Hunter,Wednesday,8.0,Health & Beauty,Low Participation
215,100803,Silver,56.644880174291934,Active,Full Price Shopper,Tuesday,7.0,Baby & Toys,Low Participation
216,102567,Classic,21.263616557734206,Inactive,Bargain Hunter,Friday,13.0,Health & Beauty,Low Participation
217,102846,Gold,86.62309368191721,Active,Occasional Discounter,Sunday,7.0,Women Clothes,Low Participation
218,103083,Silver,69.93464052287581,Inactive,Full Price Shopper,Friday,21.0,Men Clothes,Low Participation
219,104440,Silver,70.84967320261438,Inactive,Deal Seeker,Sunday,7.0,Sports & Outdoor,Low Participation
220,104728,Silver,59.172113289760354,Inactive,Occasional Discounter,Sunday,8.0,Mobile & Accessories,Low Participation
221,105180,Classic,38.03921568627451,Inactive,Occasional Discounter,Sunday,7.0,Baby & Toys,Low Participation
222,105310,Gold,85.22875816993464,Active,Full Price Shopper,Friday,7.0,Mobile & Accessories,Low Participation
223,105660,Silver,66.10021786492375,Inactive,Full Price Shopper,Monday,7.0,Health & Beauty,Low Participation
224,106247,Classic,39.389978213507625,Inactive,Full Price Shopper,Friday,15.0,Health & Beauty,Low Participation
225,106346,Classic,16.60130718954248,Inactive,Deal Seeker,Friday,7.0,Men Clothes,Low Participation
226,106566,Classic,17.647058823529413,Active,Bargain Hunter,Sunday,8.0,Home & Living,Low Participation
227,107278,Silver,59.04139433551199,Inactive,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
228,107695,Classic,30.980392156862745,Inactive,Occasional Discounter,Sunday,11.0,Women Clothes,Low Participation
229,108526,Classic,1.6557734204793026,Inactive,Full Price Shopper,Saturday,18.0,Baby & Toys,Low Participation
230,108544,Classic,30.152505446623096,Inactive,Full Price Shopper,Monday,8.0,Women Clothes,Low Participation
231,109000,Classic,61.2636165577342,Inactive,Full Price Shopper,Sunday,9.0,Computer & Accessories,Low Participation
232,109476,Silver,65.96949891067538,Active,Full Price Shopper,Monday,8.0,Men Clothes,Low Participation
233,109516,Gold,85.53376906318083,Active,Full Price Shopper,Sunday,7.0,Men Clothes,High Participation
234,109679,Silver,82.22222222222221,Inactive,Bargain Hunter,Sunday,20.0,Home Appliances,Low Participation
235,109983,Classic,90.50108932461873,Inactive,Full Price Shopper,Saturday,22.0,Automotive,Low Participation
236,110145,Classic,24.57516339869281,Inactive,Occasional Discounter,Friday,1.0,Groceries & Pets,Low Participation
237,110180,Classic,33.464052287581694,Inactive,Occasional Discounter,Monday,7.0,Women Clothes,Low Participation
238,110224,Gold,87.18954248366013,Active,Occasional Discounter,Friday,9.0,Baby & Toys,Low Participation
239,111011,Classic,54.727668845315904,Inactive,Full Price Shopper,Friday,7.0,Health & Beauty,Low Participation
240,112070,Classic,3.5294117647058822,Inactive,Deal Seeker,Friday,12.0,Groceries & Pets,Low Participation
241,112150,Classic,7.450980392156863,Inactive,Bargain Hunter,Thursday,8.0,Home & Living,Low Participation
242,112445,Classic,0.522875816993464,Inactive,Bargain Hunter,Monday,21.0,Automotive,Low Participation
243,112664,Classic,42.22222222222222,Inactive,Deal Seeker,Saturday,7.0,Automotive,Low Participation
244,112729,Classic,4.183006535947712,Inactive,Occasional Discounter,Thursday,22.0,Baby & Toys,Low Participation
245,113152,Classic,78.95424836601308,Inactive,Occasional Discounter,Monday,9.0,Home & Living,Low Participation
246,113257,Classic,9.15032679738562,Inactive,Deal Seeker,Saturday,7.0,Groceries & Pets,Low Participation
247,113339,Classic,38.605664488017425,Inactive,Occasional Discounter,Saturday,7.0,Health & Beauty,Low Participation
248,113472,Classic,10.37037037037037,Inactive,Occasional Discounter,Saturday,14.0,Fashion Accessories,Low Participation
249,113522,Classic,60.3921568627451,Inactive,Bargain Hunter,Friday,12.0,Women Clothes,Low Participation
250,113610,Classic,12.89760348583878,Inactive,Deal Seeker,Friday,18.0,Health & Beauty,Low Participation
251,113876,Classic,45.88235294117647,Inactive,Full Price Shopper,Sunday,8.0,Computer & Accessories,Low Participation
252,114153,Classic,69.80392156862744,Inactive,Deal Seeker,Saturday,8.0,Health & Beauty,Low Participation
253,114605,Classic,57.99564270152505,Inactive,Occasional Discounter,Wednesday,9.0,Computer & Accessories,Low Participation
254,114896,Classic,16.470588235294116,Inactive,Occasional Discounter,Friday,8.0,Health & Beauty,Low Participation
255,115003,Classic,39.47712418300654,Inactive,Full Price Shopper,Thursday,14.0,Women Clothes,Low Participation
256,115049,Classic,32.94117647058823,Active,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
257,115077,Classic,19.694989106753813,Inactive,Occasional Discounter,Tuesday,7.0,Computer & Accessories,Low Participation
258,115220,Classic,25.272331154684096,Inactive,Full Price Shopper,Saturday,7.0,Mobile & Accessories,Low Participation
259,115353,Classic,6.8845315904139435,Inactive,Bargain Hunter,Sunday,9.0,Health & Beauty,Low Participation
260,115562,Classic,19.607843137254903,Inactive,Bargain Hunter,Sunday,16.0,Baby & Toys,Low Participation
261,115803,Classic,53.246187363834416,Inactive,Bargain Hunter,Saturday,23.0,Women Clothes,Low Participation
262,116338,Classic,7.363834422657953,Inactive,Bargain Hunter,Sunday,7.0,Automotive,Low Participation
263,116434,Classic,22.657952069716774,Inactive,Bargain Hunter,Thursday,7.0,Health & Beauty,Low Participation
264,117202,Classic,5.969498910675381,Inactive,Full Price Shopper,Thursday,7.0,Home & Living,Low Participation
265,121110,Classic,11.76470588235294,Inactive,Full Price Shopper,Tuesday,2.0,Health & Beauty,Low Participation
