,main_category,order_time,avg_checkout_price,avg_additional_discount,day_of_week,week,month,is_weekend,products_discounted_percentage,campaign_percentage,avg_discount_percentage,daily_sales
45,Automotive,2019-02-15,8.814058823163045,0.0,4.0,3.0,2.0,0.0,58.82352941176471,0.0,27.70826957775533,17
46,Automotive,2019-02-16,23.36247457666998,0.0,5.0,3.0,2.0,1.0,44.44444444444444,0.0,16.17781690414545,18
47,Automotive,2019-02-17,11.776304452984055,0.0,6.0,3.0,2.0,1.0,33.33333333333333,0.0,12.046731674244237,12
48,Automotive,2019-02-18,4.343159420109326,0.0,0.0,3.0,2.0,0.0,83.33333333333334,0.0,39.377785362188256,6
49,Automotive,2019-02-19,0.5885686881457907,0.0,1.0,3.0,2.0,0.0,20.0,0.0,12.61911911911912,10
50,Automotive,2019-02-20,15.33890968429051,0.0,2.0,3.0,2.0,0.0,40.0,0.0,26.02652519893899,5
51,Automotive,2019-02-21,4.4606655497356105,0.0,3.0,3.0,2.0,0.0,60.0,0.0,24.165714285714284,5
52,Automotive,2019-02-22,8.033737684520261,0.0,4.0,4.0,2.0,0.0,33.33333333333333,0.0,25.36076135650983,9
53,Automotive,2019-02-23,14.56512870658138,0.0,5.0,4.0,2.0,1.0,31.25,0.0,13.399942570347548,16
54,Automotive,2019-02-24,9.608246664406705,0.0,6.0,4.0,2.0,1.0,47.61904761904761,0.0,29.10704209180178,21
55,Automotive,2019-02-25,17.09236687655836,0.0,0.0,4.0,2.0,0.0,83.33333333333334,0.0,51.963654433251264,6
56,Automotive,2019-02-26,2.4858463244041133,0.0,1.0,4.0,2.0,0.0,75.0,0.0,38.4477977977978,4
57,Automotive,2019-02-27,20.855573340641133,0.0,2.0,4.0,2.0,0.0,70.0,0.0,43.06341009096976,10
58,Automotive,2019-02-28,6.51349348214675,0.0,3.0,4.0,2.0,0.0,60.0,0.0,36.1280701754386,5
59,Automotive,2019-03-01,9.880687680748716,0.0,4.0,1.0,3.0,0.0,53.333333333333336,0.0,38.67972685206746,15
60,Automotive,2019-03-02,3.454408433263558,0.0,5.0,1.0,3.0,1.0,27.27272727272727,0.0,18.53194867333623,11
61,Automotive,2019-03-03,4.77090724764226,43.87096774193548,6.0,1.0,3.0,1.0,100.0,100.0,64.6300535562883,31
62,Automotive,2019-03-04,23.737602465671273,0.0,0.0,1.0,3.0,0.0,28.57142857142857,0.0,11.46498599439776,7
63,Automotive,2019-03-05,7.272715948654389,0.0,1.0,1.0,3.0,0.0,60.0,0.0,48.01735184698057,5
64,Automotive,2019-03-06,0.3207543644392403,0.0,2.0,1.0,3.0,0.0,100.0,0.0,76.05314009661836,3
65,Automotive,2019-03-07,4.078459216445876,0.0,3.0,1.0,3.0,0.0,33.33333333333333,0.0,22.445561139028474,3
66,Automotive,2019-03-08,4.691162334925687,0.0,4.0,2.0,3.0,0.0,41.66666666666667,0.0,24.633197593029905,12
67,Automotive,2019-03-09,7.391882942303661,0.0,5.0,2.0,3.0,1.0,60.0,0.0,31.392860494309772,15
68,Automotive,2019-03-10,6.0725340840438715,0.0,6.0,2.0,3.0,1.0,45.45454545454545,0.0,26.071684986172862,22
69,Automotive,2019-03-11,1.3048162980586575,0.0,0.0,2.0,3.0,0.0,25.0,0.0,23.75,4
70,Automotive,2019-03-12,10.361122257683647,0.0,1.0,2.0,3.0,0.0,57.14285714285714,0.0,35.25930944780577,7
71,Automotive,2019-03-13,0.9182761477089418,0.0,2.0,2.0,3.0,0.0,50.0,0.0,28.707132972463157,8
72,Automotive,2019-03-14,4.3355471266706385,0.0,3.0,2.0,3.0,0.0,55.55555555555556,0.0,24.02435412655664,9
73,Automotive,2019-03-15,6.601568124306879,0.0,4.0,3.0,3.0,0.0,29.411764705882355,0.0,19.551812847901306,17
74,Automotive,2019-03-16,7.927659881147385,0.0,5.0,3.0,3.0,1.0,50.0,0.0,30.697978349370835,14
75,Automotive,2019-03-17,4.016395350323754,0.0,6.0,3.0,3.0,1.0,47.368421052631575,0.0,32.34435710488342,19
76,Automotive,2019-03-18,23.840813301385428,0.0,0.0,3.0,3.0,0.0,71.42857142857143,0.0,39.66749346299985,7
77,Automotive,2019-03-19,5.319955073628178,0.0,1.0,3.0,3.0,0.0,50.0,0.0,27.725875104534207,12
78,Automotive,2019-03-20,3.258259313665738,0.0,2.0,3.0,3.0,0.0,85.71428571428571,0.0,63.66452995244921,7
79,Automotive,2019-03-21,13.479468606555843,0.0,3.0,3.0,3.0,0.0,33.33333333333333,0.0,30.0,6
80,Automotive,2019-03-22,4.386512856003456,0.0,4.0,4.0,3.0,0.0,35.294117647058826,0.0,23.989283011232526,17
81,Automotive,2019-03-23,7.187611496619399,0.0,5.0,4.0,3.0,1.0,64.28571428571429,0.0,46.5725044332356,14
82,Automotive,2019-03-24,12.610629114531108,0.0,6.0,4.0,3.0,1.0,30.0,0.0,18.12699709626403,10
83,Automotive,2019-03-25,2.9494609458205394,0.0,0.0,4.0,3.0,0.0,37.5,0.0,23.125856164383563,8
84,Automotive,2019-03-26,7.45286779314769,0.0,1.0,4.0,3.0,0.0,75.0,0.0,45.95664705092987,12
85,Automotive,2019-03-27,5.446907367385197,0.0,2.0,4.0,3.0,0.0,60.0,0.0,40.60373390480193,10
86,Automotive,2019-03-28,4.105188746815812,0.0,3.0,4.0,3.0,0.0,37.5,0.0,34.32240806945863,8
87,Automotive,2019-03-29,7.699803357474369,0.0,4.0,4.0,3.0,0.0,45.45454545454545,0.0,16.852060437392,11
88,Automotive,2019-03-30,4.5607107536465525,0.0,5.0,4.0,3.0,1.0,36.84210526315789,0.0,23.106427437945445,19
89,Automotive,2019-03-31,15.080515573714335,0.0,6.0,4.0,3.0,1.0,25.0,0.0,22.2175395256917,16
90,Automotive,2019-04-01,8.117888128351572,0.0,0.0,1.0,4.0,0.0,40.0,0.0,35.6,5
91,Automotive,2019-04-02,2.1129304492429575,0.0,1.0,1.0,4.0,0.0,83.33333333333334,0.0,65.19511044511044,6
92,Automotive,2019-04-03,2.1829981502126943,0.0,2.0,1.0,4.0,0.0,66.66666666666666,0.0,53.73486394557823,6
93,Automotive,2019-04-04,5.102790025077159,50.68181818181818,3.0,1.0,4.0,0.0,100.0,100.0,66.32099739459996,22
94,Automotive,2019-04-05,8.37892924096438,0.0,4.0,1.0,4.0,0.0,43.75,0.0,27.72908141351011,16
95,Automotive,2019-04-06,4.220800453415878,0.0,5.0,1.0,4.0,1.0,62.5,0.0,43.148623150352655,8
96,Automotive,2019-04-07,9.9193620858554,0.0,6.0,1.0,4.0,1.0,57.14285714285714,0.0,34.837721076371544,14
97,Automotive,2019-04-08,0.9482495531237738,0.0,0.0,2.0,4.0,0.0,75.0,0.0,26.666666666666668,4
98,Automotive,2019-04-09,1.033887854309008,0.0,1.0,2.0,4.0,0.0,60.0,0.0,34.256852791878174,5
99,Automotive,2019-04-10,1.0189400781021305,0.0,2.0,2.0,4.0,0.0,60.0,0.0,46.84,5
100,Automotive,2019-04-11,3.4274783724363007,0.0,3.0,2.0,4.0,0.0,62.5,0.0,38.720055103972435,8
101,Automotive,2019-04-12,10.905648390934173,0.0,4.0,2.0,4.0,0.0,50.0,0.0,26.036500069131737,14
102,Automotive,2019-04-13,2.0509594603852785,0.0,5.0,2.0,4.0,1.0,50.0,0.0,43.96793178519594,10
103,Automotive,2019-04-14,4.621613653963133,0.0,6.0,2.0,4.0,1.0,50.0,0.0,44.97165612737118,12
104,Automotive,2019-04-15,3.3103096058146853,0.0,0.0,3.0,4.0,0.0,66.66666666666666,0.0,54.53975462914348,6
105,Automotive,2019-04-16,1.7906190247821672,0.0,1.0,3.0,4.0,0.0,27.27272727272727,0.0,21.532390731681094,11
106,Automotive,2019-04-17,6.225125966155743,0.0,2.0,3.0,4.0,0.0,14.285714285714285,0.0,14.12857142857143,7
107,Automotive,2019-04-18,4.122748923725512,0.0,3.0,3.0,4.0,0.0,44.44444444444444,0.0,29.60624910624911,9
108,Automotive,2019-04-19,13.089269365155488,0.0,4.0,3.0,4.0,0.0,60.0,0.0,38.862817692273666,10
109,Automotive,2019-04-20,8.866082946236,0.0,5.0,3.0,4.0,1.0,47.05882352941176,0.0,32.61579672661044,17
110,Automotive,2019-04-21,10.942602615445619,0.0,6.0,3.0,4.0,1.0,46.666666666666664,0.0,32.53302333225966,15
111,Automotive,2019-04-22,13.344004384681021,0.0,0.0,4.0,4.0,0.0,22.22222222222222,0.0,10.342429106474052,9
112,Automotive,2019-04-23,1.0799768309468794,0.0,1.0,4.0,4.0,0.0,40.0,0.0,25.491959798994976,5
113,Automotive,2019-04-24,8.157956472906116,0.0,2.0,4.0,4.0,0.0,66.66666666666666,0.0,22.17346370935687,3
114,Automotive,2019-04-25,17.952902048468165,0.0,3.0,4.0,4.0,0.0,50.0,0.0,46.666666666666664,2
115,Automotive,2019-04-26,11.68122818272083,0.0,4.0,4.0,4.0,0.0,42.10526315789473,0.0,27.998131919455492,19
116,Automotive,2019-04-27,6.39951668856931,0.0,5.0,4.0,4.0,1.0,33.33333333333333,0.0,9.93244355113603,12
117,Automotive,2019-04-28,10.143311804383435,0.0,6.0,4.0,4.0,1.0,40.0,0.0,24.403807548624975,20
118,Automotive,2019-04-29,8.719536120678379,0.0,0.0,4.0,4.0,0.0,50.0,0.0,34.7977977977978,4
119,Automotive,2019-04-30,5.822069857720304,0.0,1.0,4.0,4.0,0.0,42.857142857142854,0.0,29.41913265306123,7
120,Automotive,2019-05-01,3.3071643445711545,54.333333333333336,2.0,1.0,5.0,0.0,100.0,100.0,69.29520476086859,15
121,Automotive,2019-05-02,3.4361200555559015,0.0,3.0,1.0,5.0,0.0,60.0,0.0,27.22298850574712,5
122,Automotive,2019-05-03,7.120577029457877,0.0,4.0,1.0,5.0,0.0,54.54545454545454,0.0,25.817314410411985,11
123,Automotive,2019-05-04,9.902335533411959,0.0,5.0,1.0,5.0,1.0,54.54545454545454,0.0,31.053577107949376,22
124,Automotive,2019-05-05,3.7175127411426843,49.61538461538461,6.0,1.0,5.0,1.0,100.0,100.0,64.02456504480854,39
125,Automotive,2019-05-06,9.049321433242607,0.0,0.0,1.0,5.0,0.0,50.0,0.0,18.89824816748405,10
126,Automotive,2019-05-07,16.03771822196202,0.0,1.0,1.0,5.0,0.0,42.857142857142854,0.0,11.60744049015374,7
127,Automotive,2019-05-08,15.571845863514346,0.0,2.0,2.0,5.0,0.0,60.0,0.0,24.535828877005343,5
128,Automotive,2019-05-09,10.435416264426161,0.0,3.0,2.0,5.0,0.0,25.0,0.0,13.813291139240507,8
129,Automotive,2019-05-10,10.137498780302982,0.0,4.0,2.0,5.0,0.0,41.66666666666667,0.0,28.415133711061742,12
130,Automotive,2019-05-11,11.858569124122596,0.0,5.0,2.0,5.0,1.0,33.33333333333333,0.0,9.397349365278023,12
131,Automotive,2019-05-12,3.7765783068132985,0.0,6.0,2.0,5.0,1.0,45.45454545454545,0.0,35.50637914453792,11
132,Automotive,2019-05-13,4.645644280295717,0.0,0.0,2.0,5.0,0.0,50.0,0.0,26.131975784259772,10
133,Automotive,2019-05-14,0.9369052586810546,0.0,1.0,2.0,5.0,0.0,42.857142857142854,0.0,35.03917141342091,7
134,Automotive,2019-05-15,0.9354816609470662,0.0,2.0,3.0,5.0,0.0,20.0,0.0,10.666666666666668,5
135,Automotive,2019-05-16,8.238923594026701,0.0,3.0,3.0,5.0,0.0,50.0,0.0,24.02339658741351,6
136,Automotive,2019-05-17,3.7122706390701334,0.0,4.0,3.0,5.0,0.0,61.53846153846154,0.0,35.19475929908542,13
137,Automotive,2019-05-18,4.766264529965101,0.0,5.0,3.0,5.0,1.0,53.333333333333336,0.0,32.024149659863944,15
138,Automotive,2019-05-19,13.41898281341103,0.0,6.0,3.0,5.0,1.0,53.84615384615385,0.0,31.9515434640947,13
139,Automotive,2019-05-20,15.976214351110807,0.0,0.0,3.0,5.0,0.0,50.0,0.0,34.4339547323616,12
140,Automotive,2019-05-21,7.7759577476192545,0.0,1.0,3.0,5.0,0.0,71.42857142857143,0.0,55.863366307221575,7
141,Automotive,2019-05-22,4.713739705238157,0.0,2.0,4.0,5.0,0.0,66.66666666666666,0.0,40.68721247770073,6
142,Automotive,2019-05-23,0.9599275032853966,0.0,3.0,4.0,5.0,0.0,25.0,0.0,17.916666666666664,8
143,Automotive,2019-05-24,6.323220747513375,0.0,4.0,4.0,5.0,0.0,50.0,0.0,22.27361750735729,12
144,Automotive,2019-05-25,7.17142919425258,0.0,5.0,4.0,5.0,1.0,25.0,0.0,11.10949864906626,16
145,Automotive,2019-05-26,1.8085252150299889,0.0,6.0,4.0,5.0,1.0,37.5,0.0,32.250074404761904,8
146,Automotive,2019-05-27,11.268888250247127,0.0,0.0,4.0,5.0,0.0,35.714285714285715,0.0,22.999466649384914,14
147,Automotive,2019-05-28,13.588462808064325,0.0,1.0,4.0,5.0,0.0,50.0,0.0,19.441436063028227,8
148,Automotive,2019-05-29,6.830822314538581,0.0,2.0,4.0,5.0,0.0,25.0,0.0,10.65,4
149,Automotive,2019-05-30,3.7696423121718494,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,4
150,Automotive,2019-05-31,7.04840096491829,0.0,4.0,4.0,5.0,0.0,63.1578947368421,0.0,44.875993657538494,19
151,Automotive,2019-06-01,10.508598085438997,0.0,5.0,1.0,6.0,1.0,68.75,0.0,47.706342815360365,16
152,Automotive,2019-06-02,2.5479340927634078,0.0,6.0,1.0,6.0,1.0,25.0,0.0,18.523344983552633,16
153,Automotive,2019-06-03,20.075486269844728,0.0,0.0,1.0,6.0,0.0,40.0,0.0,29.141832114245904,10
154,Automotive,2019-06-04,17.207935331491157,0.0,1.0,1.0,6.0,0.0,77.77777777777779,0.0,46.99434909927569,9
155,Automotive,2019-06-05,4.54691251983836,48.333333333333336,2.0,1.0,6.0,0.0,100.0,100.0,64.58676475940085,33
156,Automotive,2019-06-06,3.2436405910299166,48.96551724137931,3.0,1.0,6.0,0.0,100.0,100.0,65.43959627774018,29
157,Automotive,2019-06-07,4.525087215670685,0.0,4.0,1.0,6.0,0.0,52.17391304347826,0.0,37.56045465596347,23
158,Automotive,2019-06-08,7.69997321856763,0.0,5.0,2.0,6.0,1.0,73.33333333333333,0.0,33.508134138625984,15
159,Automotive,2019-06-09,4.217853161232231,0.0,6.0,2.0,6.0,1.0,52.38095238095239,0.0,33.19133232885648,21
160,Automotive,2019-06-10,17.884045394181854,0.0,0.0,2.0,6.0,0.0,44.44444444444444,0.0,29.18597434101682,9
161,Automotive,2019-06-11,10.531953985762243,0.0,1.0,2.0,6.0,0.0,45.45454545454545,0.0,38.60455285636038,11
162,Automotive,2019-06-12,4.865034037332071,0.0,2.0,2.0,6.0,0.0,75.0,0.0,51.9581447963801,4
163,Automotive,2019-06-13,6.163362585300937,0.0,3.0,2.0,6.0,0.0,50.0,0.0,28.56834733893557,6
164,Automotive,2019-06-14,5.519110464955916,0.0,4.0,2.0,6.0,0.0,42.857142857142854,0.0,28.079059219362325,14
165,Automotive,2019-06-15,5.249739081227817,0.0,5.0,3.0,6.0,1.0,57.14285714285714,0.0,35.741491179983385,14
166,Automotive,2019-06-16,14.84840746732014,0.0,6.0,3.0,6.0,1.0,27.27272727272727,0.0,15.504545454545452,11
167,Automotive,2019-06-17,17.443743421421406,0.0,0.0,3.0,6.0,0.0,50.0,0.0,17.813141643893818,6
168,Automotive,2019-06-18,9.197864959298451,0.0,1.0,3.0,6.0,0.0,100.0,0.0,69.82735667288098,5
169,Automotive,2019-06-19,7.179603759365715,0.0,2.0,3.0,6.0,0.0,33.33333333333333,0.0,13.611111111111112,6
170,Automotive,2019-06-20,7.092512202160369,0.0,3.0,3.0,6.0,0.0,53.333333333333336,0.0,33.324391546556676,15
171,Automotive,2019-06-21,16.14230075340944,0.0,4.0,3.0,6.0,0.0,50.0,0.0,26.91960301853975,12
172,Automotive,2019-06-22,1.754888594813974,0.0,5.0,4.0,6.0,1.0,31.57894736842105,0.0,18.760699995603044,19
173,Automotive,2019-06-23,9.848546187212971,0.0,6.0,4.0,6.0,1.0,36.36363636363637,0.0,24.10350125749994,11
174,Automotive,2019-06-24,4.6117003718259335,0.0,0.0,4.0,6.0,0.0,40.0,0.0,29.202658481365383,10
175,Automotive,2019-06-25,9.194958447258225,0.0,1.0,4.0,6.0,0.0,66.66666666666666,0.0,49.66843351001767,3
176,Automotive,2019-06-26,25.310010650290547,0.0,2.0,4.0,6.0,0.0,25.0,0.0,14.583333333333334,4
177,Automotive,2019-06-27,5.6116443176651565,0.0,3.0,4.0,6.0,0.0,66.66666666666666,0.0,45.55619293662041,12
178,Automotive,2019-06-28,8.114423669803623,0.0,4.0,4.0,6.0,0.0,37.5,0.0,24.335901364477333,16
179,Automotive,2019-06-29,2.8342385042258607,0.0,5.0,4.0,6.0,1.0,37.5,0.0,30.730416666666667,8
180,Automotive,2019-06-30,12.547827693661935,0.0,6.0,4.0,6.0,1.0,55.55555555555556,0.0,32.0292709258367,9
181,Automotive,2019-07-01,3.3437863962780034,0.0,0.0,1.0,7.0,0.0,50.0,0.0,9.29188255613126,4
182,Automotive,2019-07-02,2.6366216364908435,0.0,1.0,1.0,7.0,0.0,66.66666666666666,0.0,42.68823830258798,6
183,Automotive,2019-07-03,6.3626662680593,0.0,2.0,1.0,7.0,0.0,50.0,0.0,19.858637250365035,6
184,Automotive,2019-07-04,1.0708124205343295,0.0,3.0,1.0,7.0,0.0,57.14285714285714,0.0,37.19875283446712,7
185,Automotive,2019-07-05,6.530102122376614,0.0,4.0,1.0,7.0,0.0,33.33333333333333,0.0,18.269803188904312,15
186,Automotive,2019-07-06,13.094355761225884,0.0,5.0,1.0,7.0,1.0,50.0,0.0,37.81474548740966,12
187,Automotive,2019-07-07,4.799156858768157,45.21739130434783,6.0,1.0,7.0,1.0,100.0,100.0,72.68390311821994,23
188,Automotive,2019-07-08,5.303063331576215,0.0,0.0,2.0,7.0,0.0,63.63636363636363,0.0,36.95708395904564,11
189,Automotive,2019-07-09,11.48976833616125,0.0,1.0,2.0,7.0,0.0,85.71428571428571,0.0,32.66814244455405,7
190,Automotive,2019-07-10,37.119532383734324,0.0,2.0,2.0,7.0,0.0,50.0,0.0,40.1375,4
191,Automotive,2019-07-11,19.18038436545652,0.0,3.0,2.0,7.0,0.0,66.66666666666666,0.0,40.687733426704014,6
192,Automotive,2019-07-12,2.3724677696770593,0.0,4.0,2.0,7.0,0.0,31.57894736842105,0.0,19.576665347579475,19
193,Automotive,2019-07-13,5.508186329566632,0.0,5.0,2.0,7.0,1.0,44.44444444444444,0.0,30.104957570574033,18
194,Automotive,2019-07-14,8.187021593308378,0.0,6.0,2.0,7.0,1.0,22.22222222222222,0.0,16.85715771951727,9
195,Automotive,2019-07-15,0.5335525673843674,0.0,0.0,3.0,7.0,0.0,50.0,0.0,24.04761904761905,6
196,Automotive,2019-07-16,20.17104526773869,0.0,1.0,3.0,7.0,0.0,71.42857142857143,0.0,35.78316436551918,7
197,Automotive,2019-07-17,3.114120043099421,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,1
198,Automotive,2019-07-18,1.8708076158919773,0.0,3.0,3.0,7.0,0.0,50.0,0.0,44.760000000000005,4
199,Automotive,2019-07-19,9.406459100185394,0.0,4.0,3.0,7.0,0.0,33.33333333333333,0.0,23.355263157894736,12
200,Automotive,2019-07-20,15.72879751368656,0.0,5.0,3.0,7.0,1.0,33.33333333333333,0.0,14.022291142866928,15
201,Automotive,2019-07-21,6.857876232413007,0.0,6.0,3.0,7.0,1.0,56.25,0.0,34.85434245364619,16
202,Automotive,2019-07-22,11.782662448072047,0.0,0.0,4.0,7.0,0.0,25.0,0.0,19.223958333333336,8
203,Automotive,2019-07-23,22.628753293181944,0.0,1.0,4.0,7.0,0.0,25.0,0.0,6.504956913578331,8
204,Automotive,2019-07-24,5.7816752720183855,0.0,2.0,4.0,7.0,0.0,60.0,0.0,45.48638430246471,10
205,Automotive,2019-07-25,4.405347453697281,0.0,3.0,4.0,7.0,0.0,45.45454545454545,0.0,23.254042462311943,11
206,Automotive,2019-07-26,6.45681649736234,0.0,4.0,4.0,7.0,0.0,60.0,0.0,26.617320261437907,10
207,Automotive,2019-07-27,3.550875379144115,0.0,5.0,4.0,7.0,1.0,66.66666666666666,0.0,37.476929404023316,12
208,Automotive,2019-07-28,3.566445979359612,0.0,6.0,4.0,7.0,1.0,50.0,0.0,36.87755379589616,12
209,Automotive,2019-07-29,15.478374352682238,0.0,0.0,4.0,7.0,0.0,38.46153846153847,0.0,28.662031346335006,13
210,Automotive,2019-07-30,14.297271131207566,0.0,1.0,4.0,7.0,0.0,55.55555555555556,0.0,42.366961661937054,9
211,Automotive,2019-07-31,0.6430657889000304,0.0,2.0,4.0,7.0,0.0,25.0,0.0,20.625,4
212,Automotive,2019-08-01,12.042747080957335,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,7
213,Automotive,2019-08-02,14.05153245847321,0.0,4.0,1.0,8.0,0.0,30.0,0.0,20.30617944147356,10
214,Automotive,2019-08-03,5.458222003541792,0.0,5.0,1.0,8.0,1.0,26.666666666666668,0.0,19.876225167040346,15
215,Automotive,2019-08-04,4.054584296115447,0.0,6.0,1.0,8.0,1.0,45.45454545454545,0.0,22.25037949063923,11
216,Automotive,2019-08-05,4.946156864454811,0.0,0.0,1.0,8.0,0.0,60.0,0.0,32.527070979335136,10
217,Automotive,2019-08-06,9.257111093118418,0.0,1.0,1.0,8.0,0.0,87.5,0.0,48.95138099449991,8
218,Automotive,2019-08-07,5.122727470898548,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,2
219,Automotive,2019-08-08,2.067122941147443,48.26923076923077,3.0,2.0,8.0,0.0,100.0,100.0,67.08543573819453,26
220,Automotive,2019-08-09,5.935367476545486,43.0,4.0,2.0,8.0,0.0,100.0,100.0,52.55559271646228,15
221,Automotive,2019-08-10,1.9079175464055789,0.0,5.0,2.0,8.0,1.0,66.66666666666666,0.0,44.63342394940278,9
