,customer_id,subject_line_length,last_open_day,last_login_day,last_checkout_day,open_count_last_10_days,open_count_last_30_days,open_count_last_60_days,login_count_last_10_days,login_count_last_30_days,login_count_last_60_days,checkout_count_last_10_days,checkout_count_last_30_days,checkout_count_last_60_days,open_flag,row_id,attr_1,attr_2,attr_3,age,domain,checkout_count_last_1_year
19,27409,32,107,9,23,0,0,0,1,6,16,0,1,3,0,2777,1.0,1.0,1.0,24.0,@yahoo.com,3
20,27469,37,58,1,215,0,0,0,1,5,19,0,0,0,0,2778,1.0,1.0,2.0,29.0,@gmail.com,2
21,29983,32,53,6,8,0,0,1,16,29,83,1,1,3,0,2809,1.0,1.0,2.0,33.0,@yahoo.com,31
22,30335,32,13,7,7,2,3,7,20,51,97,3,3,15,0,2812,1.0,1.0,2.0,29.0,@gmail.com,58
23,31125,32,1,20,586,4,6,9,0,2,2,0,0,0,1,2820,1.0,1.0,2.0,32.0,@gmail.com,15
24,31313,32,2,5,23,2,2,4,14,42,83,0,1,6,0,2825,1.0,1.0,3.0,28.0,@yahoo.com,51
25,32484,32,105,8,37,0,0,0,3,5,23,0,0,1,0,2834,,1.0,0.0,25.0,@gmail.com,2
26,33480,32,107,34,705,0,0,0,0,0,1,0,0,0,0,2840,1.0,1.0,2.0,36.0,@gmail.com,4
27,34842,31,1,19,22,3,6,10,0,12,34,0,2,4,0,2864,1.0,1.0,1.0,35.0,@gmail.com,28
28,36460,32,2,68,74,3,6,8,0,0,0,0,0,0,0,2885,1.0,1.0,2.0,27.0,@gmail.com,0
29,36763,32,46,25,135,0,0,1,5,8,15,0,0,0,1,2889,,1.0,0.0,25.0,@yahoo.com,13
30,42268,32,31,3,195,0,0,3,2,5,5,0,0,0,0,2958,1.0,1.0,2.0,43.0,@gmail.com,4
31,42702,32,3,7,30,2,2,3,21,62,116,0,1,1,0,2966,1.0,1.0,1.0,42.0,@yahoo.com,9
32,42739,32,25,27,215,0,0,3,0,1,1,0,0,0,1,2968,,1.0,0.0,35.0,@yahoo.com,14
33,43429,32,97,5,77,0,0,0,24,53,154,0,1,5,0,2977,1.0,1.0,2.0,40.0,@yahoo.com,22
34,43586,32,4,1,1,3,4,5,17,28,39,3,4,6,1,2979,1.0,1.0,2.0,31.0,@gmail.com,8
35,44473,32,98,5,7,0,0,0,13,23,34,4,5,6,0,2997,1.0,1.0,1.0,29.0,@gmail.com,43
36,44950,32,32,51,114,0,0,3,0,0,1,0,0,0,0,3002,1.0,1.0,2.0,36.0,@gmail.com,7
37,47116,32,36,2,3,0,0,2,9,21,38,9,11,19,0,3027,1.0,1.0,2.0,26.0,@gmail.com,143
38,47877,32,32,1,26,0,0,6,14,42,91,3,4,7,0,3034,1.0,1.0,2.0,41.0,@gmail.com,12
39,48873,32,98,20,39,0,0,0,1,6,24,0,0,2,0,3043,,1.0,0.0,35.0,@gmail.com,30
40,48875,37,1,6,13,4,7,7,3,18,22,0,1,2,1,3044,1.0,1.0,1.0,32.0,@gmail.com,31
41,51119,31,2,2,2,5,9,17,19,53,82,5,7,8,1,3067,,1.0,0.0,35.0,@gmail.com,68
42,51954,32,100,4,4,0,0,0,6,20,67,2,2,6,0,3078,1.0,1.0,2.0,30.0,@gmail.com,13
43,53376,32,128,146,140,0,0,0,0,0,0,0,0,0,0,3092,1.0,1.0,2.0,38.0,@yahoo.com,14
44,55060,32,65,7,12,0,0,0,11,33,70,0,4,6,0,3115,1.0,1.0,1.0,31.0,@gmail.com,10
45,55835,32,132,323,168,0,0,0,0,0,0,0,0,0,0,3123,,1.0,0.0,45.0,@yahoo.com,3
46,61385,32,73,89,217,0,0,0,0,0,0,0,0,0,0,3170,,1.0,0.0,25.0,@yahoo.com,9
47,63879,32,107,326,Never checkout,0,0,0,0,0,0,0,0,0,0,3201,,1.0,0.0,55.0,@gmail.com,0
48,66463,37,4,4,262,4,12,16,1,3,6,0,0,0,1,3236,,1.0,0.0,25.0,@gmail.com,3
49,69742,37,Never open,648,Never checkout,0,0,0,0,0,0,0,0,0,0,3266,,1.0,0.0,25.0,@gmail.com,0
50,69754,37,2,6,10,4,6,10,6,20,35,1,1,1,1,3267,1.0,1.0,1.0,27.0,@gmail.com,3
51,73787,37,12,3,10,0,2,8,19,46,85,4,13,34,0,3309,1.0,1.0,2.0,32.0,@gmail.com,132
52,75354,32,92,4,85,0,0,0,3,3,3,0,0,0,0,3332,,1.0,0.0,55.0,@gmail.com,14
53,78379,32,35,6,6,0,0,4,8,24,32,7,12,14,0,3371,,1.0,0.0,45.0,@yahoo.com,59
54,79473,32,83,2,22,0,0,0,17,32,39,0,1,1,0,3385,,1.0,0.0,35.0,@gmail.com,12
55,79525,37,114,5,7,0,0,0,11,14,20,3,3,4,0,3386,1.0,1.0,2.0,29.0,@gmail.com,10
56,79786,32,47,4,87,0,0,1,8,24,37,0,0,0,0,3389,1.0,1.0,1.0,9.0,@yahoo.com,13
57,79998,37,2,4,275,3,4,9,2,3,3,1,1,1,0,3393,1.0,1.0,1.0,35.0,@yahoo.com,18
58,80330,37,2,98,98,4,5,11,0,0,0,0,0,0,1,3397,,1.0,0.0,35.0,@gmail.com,12
59,80576,32,137,4,262,0,0,0,2,2,2,0,0,0,0,3399,1.0,1.0,2.0,19.0,@gmail.com,9
60,82079,32,39,232,224,0,0,1,0,0,0,0,0,0,0,3413,,1.0,0.0,35.0,@gmail.com,14
61,82193,37,48,6,214,0,0,1,4,4,5,0,0,0,0,3415,,1.0,0.0,18.0,@yahoo.com,3
62,82960,37,1,20,248,4,7,13,1,4,6,0,0,0,1,3423,1.0,1.0,1.0,28.0,@gmail.com,10
63,83197,37,59,2,233,0,0,0,2,3,5,0,0,0,0,3425,,1.0,0.0,55.0,@ymail.com,13
64,84069,32,82,75,211,0,0,0,0,0,0,0,0,0,0,3434,1.0,1.0,2.0,31.0,@gmail.com,14
65,84152,32,134,4,9,0,0,0,21,30,47,2,2,4,0,3437,1.0,1.0,1.0,28.0,@gmail.com,24
66,85165,37,Never open,5,5,1,1,1,17,36,55,2,2,3,1,3447,1.0,1.0,2.0,24.0,@gmail.com,32
67,85172,37,1,15,Never checkout,5,8,14,2,3,3,0,0,0,1,3448,,1.0,0.0,55.0,@yahoo.com,0
68,85258,32,4,2,2,1,1,2,15,41,57,2,5,6,0,3449,,1.0,0.0,45.0,@yahoo.com,47
69,85752,37,1,5,5,1,1,1,5,6,6,2,2,2,1,3453,,1.0,0.0,35.0,@yahoo.com,21
70,87437,37,1,217,Never checkout,3,5,9,0,0,0,0,0,0,1,3473,1.0,1.0,1.0,29.0,@hotmail.com,0
71,87505,32,125,1,28,0,0,0,10,32,46,60,103,107,0,3475,1.0,1.0,2.0,44.0,@gmail.com,340
72,88229,32,48,203,214,0,0,1,0,0,0,0,0,0,0,3483,,1.0,0.0,55.0,@gmail.com,10
73,88258,32,129,11,124,0,0,0,4,8,14,0,0,0,0,3484,1.0,1.0,1.0,23.0,@gmail.com,7
74,90159,32,94,184,191,0,0,0,0,0,0,0,0,0,0,3511,,1.0,0.0,45.0,@gmail.com,6
75,91220,32,90,2,9,2,2,2,2,6,24,1,1,3,0,3520,,1.0,0.0,45.0,@gmail.com,6
76,93065,37,1,97,7,5,9,15,4,8,18,1,1,4,1,3545,,1.0,0.0,45.0,@yahoo.com,33
77,93080,32,136,6,118,0,0,0,3,9,15,0,0,0,0,3547,,1.0,0.0,45.0,@yahoo.com,1
78,96402,32,34,10,133,0,0,2,1,3,4,0,0,0,0,3576,,1.0,0.0,25.0,@yahoo.com,16
79,97378,37,Never open,8,120,0,0,0,4,4,12,0,0,0,0,3584,1.0,1.0,1.0,41.0,@gmail.com,17
80,99824,32,53,5,23,0,0,2,2,14,38,0,2,3,0,3599,1.0,1.0,1.0,34.0,@gmail.com,36
81,100214,37,16,4,96,1,5,10,1,1,6,0,0,0,1,3603,1.0,1.0,1.0,36.0,@gmail.com,8
82,102633,37,2,13,30,5,13,21,1,22,26,0,2,6,1,3621,,1.0,0.0,25.0,other,49
83,102769,32,34,15,84,0,0,1,0,5,11,0,0,0,0,3622,1.0,1.0,3.0,44.0,@yahoo.com,13
84,103196,32,53,1,81,0,0,2,1,1,4,0,0,0,0,3625,,1.0,0.0,45.0,@gmail.com,0
85,103575,32,71,18,79,0,0,0,1,2,3,0,0,0,0,3626,1.0,1.0,2.0,34.0,@gmail.com,8
86,103971,37,Never open,44,50,0,0,0,0,1,6,0,0,5,0,3632,1.0,1.0,2.0,39.0,@yahoo.com,18
87,104322,32,Never open,72,Never checkout,0,0,0,0,0,0,0,0,0,0,3634,,1.0,0.0,35.0,@gmail.com,0
88,104449,37,62,71,73,0,0,0,0,0,0,0,0,0,0,3635,,1.0,0.0,45.0,@gmail.com,2
89,104706,37,6,1,1,2,2,6,37,122,179,1,3,5,1,3640,,1.0,0.0,55.0,@gmail.com,45
90,105506,32,Never open,5,67,0,0,0,2,13,18,0,1,1,0,3645,,1.0,0.0,45.0,@gmail.com,14
91,106040,32,31,26,45,0,1,8,8,27,87,0,0,2,0,3650,1.0,1.0,2.0,50.0,@gmail.com,6
92,106223,32,Never open,49,62,0,0,0,0,0,6,0,0,0,0,3651,,1.0,0.0,18.0,@gmail.com,14
93,107094,37,1,23,39,2,3,5,0,6,23,0,0,4,0,3664,1.0,1.0,4.0,24.0,@gmail.com,20
94,107288,32,Never open,41,55,0,0,0,0,0,7,0,0,1,0,3668,,1.0,0.0,55.0,@gmail.com,10
95,107368,37,Never open,40,55,0,0,0,0,0,5,0,0,1,0,3669,,1.0,0.0,55.0,@gmail.com,22
96,108973,37,4,44,183,5,8,11,0,0,2,0,0,0,0,3687,,1.0,0.0,55.0,@gmail.com,9
97,110798,37,2,1,24,4,8,8,9,39,44,1,3,4,1,3704,,1.0,0.0,45.0,@gmail.com,34
98,112746,37,4,4,4,3,3,3,8,20,20,3,4,4,0,3732,1.0,1.0,2.0,22.0,@gmail.com,19
99,113087,37,4,4,11,2,2,2,4,10,10,0,1,1,0,3737,1.0,1.0,2.0,22.0,@gmail.com,10
100,115731,31,3,8,105,0,0,0,1,1,1,0,0,0,0,3775,,1.0,0.0,35.0,@gmail.com,2
101,115818,37,1,1,1,1,1,1,4,4,4,2,2,2,0,3776,,1.0,0.0,45.0,@gmail.com,10
102,4882,51,2,8,11,3,5,10,6,10,39,0,4,12,1,4688,1.0,1.0,2.0,33.0,@yahoo.com,39
103,13846,51,Never open,20,737,0,0,0,1,4,13,0,0,0,0,4772,1.0,1.0,2.0,33.0,@gmail.com,5
104,23671,51,1,9,20,5,11,18,9,33,56,0,1,2,1,4877,1.0,1.0,1.0,37.0,other,28
105,25539,51,1,13,29,1,1,1,1,16,29,0,2,5,1,4898,,1.0,0.0,45.0,@gmail.com,10
106,28010,53,342,7,50,0,0,0,9,28,40,1,1,2,0,4926,1.0,1.0,1.0,19.0,@gmail.com,14
107,28419,51,Never open,1,21,0,0,0,16,33,34,0,3,3,0,4934,1.0,1.0,2.0,30.0,@gmail.com,16
108,34141,51,1,4,177,3,4,5,6,18,36,0,0,0,1,5023,1.0,1.0,2.0,37.0,@gmail.com,9
109,39934,53,108,13,116,0,0,0,0,2,3,0,0,0,0,5092,1.0,1.0,1.0,60.0,@gmail.com,10
110,42294,51,12,1,1,0,1,1,26,63,128,3,6,10,0,5122,1.0,1.0,2.0,45.0,@gmail.com,85
111,43067,51,3,2,5,5,13,19,11,14,22,1,1,1,1,5133,1.0,1.0,2.0,28.0,@yahoo.com,4
112,43930,51,2,3,7,5,11,18,19,55,100,2,13,14,1,5147,,1.0,0.0,18.0,@gmail.com,99
113,45222,51,2,28,454,4,11,19,0,1,10,0,0,0,1,5162,1.0,1.0,1.0,38.0,@yahoo.com,11
114,50430,53,23,7,15,0,1,1,3,32,87,0,5,32,0,5229,1.0,1.0,1.0,28.0,@gmail.com,162
115,56704,51,Never open,484,484,0,0,0,0,0,0,0,0,0,0,5300,,1.0,0.0,55.0,@yahoo.com,1
116,57307,51,49,64,184,0,0,0,0,0,0,0,0,0,0,5305,1.0,1.0,4.0,64.0,@gmail.com,6
117,58332,51,2,1,12,2,3,7,21,63,128,0,1,1,1,5322,1.0,1.0,1.0,33.0,@gmail.com,23
118,58505,51,4,2,12,3,6,12,45,84,119,0,1,1,1,5324,1.0,1.0,1.0,30.0,@gmail.com,3
119,58910,51,Never open,51,107,0,0,0,0,0,1,0,0,0,0,5330,1.0,1.0,2.0,19.0,@gmail.com,1
120,62207,51,1,7,52,5,9,17,19,41,71,0,0,1,1,5386,,1.0,0.0,55.0,@yahoo.com,10
121,63398,51,11,65,156,0,1,4,0,0,1,0,0,0,0,5407,1.0,1.0,1.0,37.0,@yahoo.com,6
122,65837,53,1,163,258,2,2,2,0,0,0,0,0,0,1,5445,,1.0,0.0,45.0,@gmail.com,3
123,66036,51,12,16,50,0,1,3,0,3,8,0,0,1,0,5450,,1.0,0.0,18.0,@gmail.com,3
124,68921,51,21,68,73,4,7,12,0,0,0,0,0,0,1,5487,1.0,1.0,2.0,21.0,@gmail.com,13
125,76386,51,2,59,303,4,7,11,0,0,1,0,0,0,1,5602,,1.0,0.0,45.0,@gmail.com,9
126,76436,51,16,10,41,2,5,5,4,13,27,0,0,1,1,5604,,1.0,0.0,45.0,@gmail.com,11
127,78343,51,1,293,Never checkout,5,9,15,0,0,0,0,0,0,1,5634,,1.0,0.0,55.0,@gmail.com,0
128,78831,51,2,7,134,4,10,18,1,1,4,0,0,0,1,5641,,1.0,0.0,25.0,@gmail.com,17
129,83661,51,Never open,7,Never checkout,0,0,0,1,5,5,0,0,0,0,5704,1.0,1.0,1.0,17.0,@yahoo.com,0
130,85078,53,42,3,25,0,0,2,2,22,47,0,1,3,0,5722,1.0,1.0,2.0,19.0,@icloud.com,21
131,85095,51,4,86,182,1,1,1,0,0,0,0,0,0,0,5723,,1.0,0.0,35.0,other,12
132,89393,51,1,203,Never checkout,4,12,18,0,0,0,0,0,0,1,5782,,1.0,0.0,25.0,@gmail.com,0
133,91195,51,1,11,168,5,12,21,2,7,14,0,0,0,1,5806,1.0,1.0,1.0,37.0,other,3
134,91479,51,6,125,136,1,2,5,0,0,0,0,0,0,0,5808,,1.0,0.0,35.0,@gmail.com,7
135,93663,51,Never open,19,41,0,0,0,0,4,12,0,0,2,0,5839,1.0,1.0,2.0,28.0,@gmail.com,5
136,95142,51,2,4,180,10,25,41,0,0,0,0,0,0,1,5856,,1.0,0.0,18.0,@gmail.com,11
137,95879,51,10,140,142,0,3,8,0,0,0,0,0,0,0,5867,,1.0,0.0,35.0,@yahoo.com,12
138,97919,51,2,0,43,4,12,19,7,32,104,30,89,173,1,5887,1.0,1.0,2.0,51.0,@yahoo.com,809
139,101222,51,Never open,8,30,0,0,0,2,17,33,0,1,3,0,5926,,1.0,0.0,18.0,@gmail.com,7
140,104164,51,1,77,283,3,6,7,0,0,0,0,0,0,1,5951,,1.0,0.0,55.0,@yahoo.com,9
141,104677,51,2,1,Never checkout,2,3,6,4,6,6,0,0,0,1,5962,1.0,1.0,2.0,44.0,@gmail.com,0
142,104970,51,1,70,Never checkout,4,12,18,0,0,1,0,0,0,1,5968,,1.0,0.0,18.0,@yahoo.com,0
143,107387,51,9,8,Never checkout,1,6,10,7,18,28,2,3,3,0,6007,,1.0,0.0,35.0,@gmail.com,0
144,113108,51,2,1,304,5,7,7,5,11,11,0,0,0,0,6092,1.0,1.0,2.0,31.0,@gmail.com,2
145,113188,53,21,13,16,0,0,0,0,10,10,0,1,1,0,6095,,1.0,0.0,35.0,@gmail.com,13
146,115820,51,2,10,Never checkout,1,1,1,1,1,1,0,0,0,1,6147,,1.0,0.0,35.0,@gmail.com,0
147,11519,40,28,6,46,0,1,1,11,27,56,0,0,1,0,12494,1.0,1.0,2.0,37.0,@yahoo.com,21
148,21807,40,5,2,Never checkout,1,5,7,7,16,32,0,0,0,0,12666,,1.0,0.0,35.0,@gmail.com,0
149,35809,40,14,687,Never checkout,0,2,2,0,0,1,0,0,0,0,12766,,1.0,0.0,35.0,@gmail.com,0
150,36975,40,Never open,6,416,0,0,0,8,17,21,0,0,0,0,12777,1.0,1.0,2.0,27.0,@gmail.com,10
151,39726,40,5,328,653,3,7,12,0,0,0,0,0,0,1,12800,,1.0,0.0,45.0,@gmail.com,1
152,39986,40,6,78,202,1,4,9,1,1,1,0,0,0,1,12802,,1.0,0.0,45.0,other,8
153,44714,38,20,540,114,0,1,1,0,0,0,0,0,0,1,12829,,1.0,0.0,45.0,@yahoo.com,3
154,44942,40,14,29,74,2,7,13,0,2,7,0,0,0,1,12832,1.0,1.0,2.0,29.0,@gmail.com,16
155,45206,38,5,607,Never checkout,1,1,3,0,0,0,0,0,0,0,12834,,1.0,0.0,25.0,other,0
156,46400,38,68,295,Never checkout,0,0,0,0,0,0,0,0,0,0,12838,,1.0,0.0,25.0,@yahoo.com,0
157,49860,40,5,563,209,3,8,12,0,0,0,0,0,0,1,12864,,1.0,0.0,35.0,@yahoo.com,10
158,50980,40,25,2,2,0,2,6,2,11,46,1,2,15,0,12870,,1.0,0.0,55.0,@gmail.com,111
159,52109,40,6,22,255,1,4,6,0,2,3,0,0,0,0,12882,,1.0,0.0,35.0,@yahoo.com,11
160,52585,40,5,538,538,2,5,9,0,0,0,0,0,0,1,12884,,1.0,0.0,25.0,@gmail.com,8
161,52619,40,6,218,256,3,9,14,0,0,0,0,0,0,1,12886,,1.0,0.0,35.0,@gmail.com,11
162,53157,38,13,417,222,0,1,1,0,0,0,0,0,0,0,12892,,1.0,0.0,45.0,@gmail.com,11
163,54589,40,26,512,233,0,2,3,0,0,0,0,0,0,0,12901,,1.0,0.0,25.0,@gmail.com,15
164,54649,38,26,9,355,0,1,1,2,4,5,0,0,0,0,12902,,1.0,0.0,55.0,@yahoo.com,10
165,55274,40,9,13,283,1,1,2,1,2,5,0,0,0,0,12908,1.0,1.0,1.0,25.0,@yahoo.com,13
166,55323,38,60,508,Never checkout,0,0,0,0,0,0,0,0,0,0,12909,,1.0,0.0,45.0,@yahoo.com,0
167,56796,38,20,51,100,0,2,5,7,9,14,0,0,0,0,12927,,1.0,0.0,35.0,@gmail.com,13
168,58913,38,37,400,Never checkout,0,0,0,0,0,0,0,0,0,0,12940,1.0,1.0,2.0,33.0,@gmail.com,0
169,59450,40,5,49,89,3,8,13,0,0,4,0,0,0,1,12943,,1.0,0.0,55.0,@gmail.com,8
170,59520,40,Never open,183,292,0,0,0,0,0,0,0,0,0,0,12944,,1.0,0.0,25.0,@yahoo.com,12
171,60075,40,5,6,16,2,7,11,7,21,37,0,3,10,1,12948,1.0,1.0,2.0,27.0,@yahoo.com,51
172,60500,40,6,462,359,2,9,14,0,0,1,0,0,1,1,12954,,1.0,0.0,18.0,@yahoo.com,3
173,62546,38,42,441,Never checkout,0,0,1,0,0,0,0,0,0,0,12974,,1.0,0.0,45.0,@yahoo.com,0
174,62569,40,7,12,218,1,3,5,0,1,2,0,0,0,0,12975,1.0,1.0,1.0,37.0,@yahoo.com,16
175,64178,40,1,5,12,3,6,10,12,43,73,0,6,14,1,12984,1.0,1.0,2.0,28.0,@gmail.com,29
176,64740,40,4,216,421,2,7,12,0,0,0,0,0,0,1,12985,1.0,1.0,1.0,38.0,@icloud.com,3
177,64939,40,5,45,46,2,6,8,0,1,6,0,0,3,1,12986,1.0,1.0,4.0,48.0,@yahoo.com,3
178,65311,40,2,13,17,1,4,7,1,6,15,0,2,5,0,12990,1.0,1.0,2.0,22.0,@gmail.com,17
179,66262,40,18,3,9,0,2,6,7,24,28,2,3,3,0,12999,1.0,1.0,1.0,24.0,@gmail.com,30
180,67138,38,14,121,242,0,1,1,0,0,0,0,0,0,0,13006,,1.0,0.0,55.0,@gmail.com,12
181,68277,40,4,5,12,3,6,6,9,17,24,0,1,2,0,13013,1.0,1.0,2.0,40.0,@yahoo.com,19
182,69737,40,5,1,1,3,10,15,19,48,156,2,5,10,1,13019,1.0,1.0,4.0,31.0,other,55
183,69962,40,13,1,1,0,7,16,29,78,146,5,9,11,1,13020,,1.0,0.0,45.0,@yahoo.com,42
184,70555,40,5,324,Never checkout,3,10,15,0,0,0,0,0,0,1,13024,,1.0,0.0,45.0,@yahoo.com,0
185,71209,40,Never open,192,120,0,0,0,0,0,0,0,0,0,1,13025,,1.0,0.0,35.0,@gmail.com,11
186,71954,40,Never open,62,269,0,0,0,0,0,0,0,0,0,0,13029,1.0,1.0,2.0,40.0,@yahoo.com,2
187,72067,40,Never open,12,63,0,0,0,0,4,22,0,0,0,0,13030,1.0,1.0,3.0,16.0,@gmail.com,7
188,73534,38,1,338,255,3,5,10,0,0,0,0,0,0,0,13041,,1.0,0.0,55.0,@gmail.com,17
189,78233,38,41,299,67,0,0,1,0,0,0,0,0,0,1,13068,,1.0,0.0,35.0,@gmail.com,15
190,79531,38,65,692,306,0,0,0,0,0,0,0,0,0,0,13078,,1.0,0.0,25.0,@gmail.com,14
191,79818,40,4,22,Never checkout,2,7,15,2,3,7,0,0,0,0,13079,,1.0,0.0,45.0,@gmail.com,0
192,80191,40,5,189,202,3,7,10,0,0,0,0,0,0,1,13081,,1.0,0.0,55.0,@gmail.com,15
193,80631,38,38,224,Never checkout,0,0,0,0,0,0,0,0,0,0,13084,,1.0,0.0,45.0,@gmail.com,0
194,80921,40,9,7,12,1,3,3,13,40,57,0,4,10,0,13088,1.0,1.0,2.0,33.0,@yahoo.com,31
195,81472,38,59,268,255,0,0,1,0,0,0,0,0,0,1,13093,,1.0,0.0,25.0,@yahoo.com,17
196,82313,40,Never open,9,87,0,0,0,1,11,15,0,0,0,0,13097,1.0,1.0,1.0,21.0,@gmail.com,6
197,84323,38,34,252,212,0,0,0,0,0,0,0,0,0,0,13104,,1.0,0.0,45.0,@gmail.com,6
198,85711,38,7,45,Never checkout,1,1,1,0,0,6,0,0,0,1,13120,,1.0,0.0,45.0,@yahoo.com,0
199,87181,40,7,1,Never checkout,4,11,32,50,140,301,0,0,0,1,13126,1.0,1.0,3.0,42.0,@outlook.com,0
200,88071,40,Never open,216,Never checkout,0,0,0,0,0,0,0,0,0,0,13130,,1.0,0.0,25.0,@gmail.com,0
201,88839,38,27,5,Never checkout,0,1,1,8,10,10,0,0,0,0,13134,,1.0,0.0,45.0,@gmail.com,0
202,89828,40,Never open,12,200,0,0,0,3,9,14,0,2,2,0,13139,1.0,1.0,4.0,50.0,@gmail.com,9
203,90845,40,26,51,57,0,1,2,0,0,10,0,0,3,0,13150,,1.0,0.0,18.0,@gmail.com,26
204,91338,40,Never open,190,271,0,0,0,0,0,0,0,0,0,0,13155,,1.0,0.0,55.0,@gmail.com,4
205,93256,40,Never open,1,7,0,0,0,7,18,37,4,4,7,0,13167,,1.0,0.0,35.0,@gmail.com,7
206,94680,38,38,116,Never checkout,0,0,2,0,0,0,0,0,0,1,13175,,1.0,0.0,25.0,@gmail.com,0
207,95362,38,36,40,275,0,0,4,0,0,0,0,0,0,0,13178,,1.0,0.0,25.0,@gmail.com,12
208,95934,40,5,135,350,3,8,8,0,0,0,0,0,0,0,13184,,1.0,0.0,18.0,@gmail.com,14
209,96458,38,24,101,318,0,1,2,0,0,0,0,0,0,0,13187,1.0,1.0,2.0,23.0,@gmail.com,2
210,96900,38,45,139,Never checkout,0,0,4,0,0,0,0,0,0,0,13189,,1.0,0.0,18.0,@gmail.com,0
211,97691,40,14,127,Never checkout,0,0,0,0,0,0,0,0,0,0,13193,,1.0,0.0,45.0,@gmail.com,0
212,97738,40,6,3,3,3,9,14,7,27,50,1,4,9,1,13194,1.0,1.0,4.0,32.0,@gmail.com,24
213,98941,40,5,0,7,2,3,10,10,38,64,24,38,41,1,13203,1.0,1.0,1.0,60.0,@gmail.com,246
214,99286,38,67,54,142,1,5,9,0,0,1,0,0,0,1,13206,,1.0,0.0,25.0,@gmail.com,11
215,100803,40,14,15,47,0,4,7,5,30,67,0,0,1,0,13216,1.0,1.0,4.0,21.0,@gmail.com,9
216,102567,38,34,93,Never checkout,0,0,1,0,0,0,0,0,0,0,13221,,1.0,0.0,25.0,@yahoo.com,0
217,102846,40,5,10,7,3,10,14,9,12,34,1,1,8,1,13224,1.0,1.0,1.0,58.0,other,29
218,103083,38,14,83,349,0,2,4,0,0,0,0,0,0,0,13225,1.0,1.0,1.0,42.0,@gmail.com,17
219,104440,38,76,7,Never checkout,0,0,0,4,10,17,0,0,0,0,13234,1.0,1.0,4.0,32.0,@yahoo.com,0
220,104728,38,14,38,Never checkout,0,1,1,1,1,4,0,0,0,0,13236,,1.0,0.0,55.0,@yahoo.com,0
221,105180,38,73,11,Never checkout,0,0,0,0,4,7,0,0,0,0,13242,1.0,1.0,2.0,17.0,@gmail.com,0
222,105310,40,7,2,4,1,3,7,5,26,44,2,5,10,1,13243,1.0,1.0,1.0,50.0,@gmail.com,28
223,105660,40,27,73,300,0,2,6,0,0,0,0,0,0,0,13246,,1.0,0.0,18.0,@gmail.com,11
224,106247,38,32,69,173,0,0,3,0,0,0,0,0,0,0,13250,,1.0,0.0,35.0,@gmail.com,14
225,106346,40,6,69,Never checkout,1,3,8,0,0,0,0,0,0,1,13252,,1.0,0.0,55.0,@gmail.com,0
